,year,month,state_name,population,date,consumption,scaled_consumption
771,2020,4,Oregon,4237256,April 2020,866804.0,0.2045672954383686
820,2020,5,Oregon,4237256,May 2020,829136.9090909091,0.19567779456584852
869,2020,6,Oregon,4237256,June 2020,877360.3636363636,0.2070586161507267
918,2020,7,Oregon,4237256,July 2020,1028750.0,0.24278684129540437
967,2020,8,Oregon,4237256,August 2020,1032008.5454545454,0.24355586385494418
1016,2020,9,Oregon,4237256,September 2020,909169.2727272727,0.21456557562896192
1065,2020,10,Oregon,4237256,October 2020,882872.5454545454,0.20835950092572775
1114,2020,11,Oregon,4237256,November 2020,901535.4545454546,0.21276398087475823
1163,2020,12,Oregon,4237256,December 2020,941874.0,0.22228394980147528
1212,2021,1,Oregon,4237256,January 2021,1176502.8,0.2776567665489175
1261,2021,2,Oregon,4237256,February 2021,1101437.8,0.25994129219476003
1310,2021,3,Oregon,4237256,March 2021,1076559.1,0.254069874465928
1359,2021,4,Oregon,4237256,April 2021,937662.3,0.2212899810632164
1408,2021,5,Oregon,4237256,May 2021,856216.0,0.20206850848756838
1457,2021,6,Oregon,4237256,June 2021,990703.1,0.2338077047976332
1506,2021,7,Oregon,4237256,July 2021,1029110.4,0.24287189634046186
1555,2021,8,Oregon,4237256,August 2021,1019292.7,0.24055490156837347
1604,2021,9,Oregon,4237256,September 2021,880825.7,0.2078764417349341
17,2019,1,Kentucky,4505836,January 2019,1586469.888888889,0.3520922396840207
66,2019,2,Kentucky,4505836,February 2019,1238498.2222222222,0.2748653573326287
115,2019,3,Kentucky,4505836,March 2019,1319211.0,0.29277829907701924
164,2019,4,Kentucky,4505836,April 2019,938675.3333333334,0.20832434499021565
213,2019,5,Kentucky,4505836,May 2019,1261620.2222222222,0.27999692448243174
262,2019,6,Kentucky,4505836,June 2019,1406818.3333333333,0.312221379857885
311,2019,7,Kentucky,4505836,July 2019,1585026.7777777778,0.3517719636883761
360,2019,8,Kentucky,4505836,August 2019,1566762.888888889,0.3477185785032764
409,2019,9,Kentucky,4505836,September 2019,1528953.2222222222,0.3393273128942603
458,2019,10,Kentucky,4505836,October 2019,1172413.0,0.26019877332419555
507,2019,11,Kentucky,4505836,November 2019,1072103.7777777778,0.2379367064797249
556,2019,12,Kentucky,4505836,December 2019,1279948.111111111,0.2840645134690013
605,2020,1,Kentucky,4505836,January 2020,1297289.7777777778,0.28791322582041995
654,2020,2,Kentucky,4505836,February 2020,1150815.2222222222,0.25540548351564996
703,2020,3,Kentucky,4505836,March 2020,908877.4444444445,0.20171116845895956
752,2020,4,Kentucky,4505836,April 2020,801909.8888888889,0.17797138841468907
801,2020,5,Kentucky,4505836,May 2020,1011512.3333333334,0.2244893807349698
850,2020,6,Kentucky,4505836,June 2020,1339568.4444444445,0.29729631625395253
899,2020,7,Kentucky,4505836,July 2020,1661747.3333333333,0.3687988939973255
948,2020,8,Kentucky,4505836,August 2020,1505950.7777777778,0.3342222792347031
997,2020,9,Kentucky,4505836,September 2020,1078276.7777777778,0.23930670751837788
1046,2020,10,Kentucky,4505836,October 2020,974526.2222222222,0.21628089043236864
1095,2020,11,Kentucky,4505836,November 2020,1019070.3333333334,0.22616676091480767
1144,2020,12,Kentucky,4505836,December 2020,1370234.2222222222,0.3041021071832668
1193,2021,1,Kentucky,4505836,January 2021,1419830.0,0.31510911626610466
1242,2021,2,Kentucky,4505836,February 2021,1427058.2222222222,0.3167133074133684
1291,2021,3,Kentucky,4505836,March 2021,1139980.111111111,0.2530007996542952
1340,2021,4,Kentucky,4505836,April 2021,1117121.7777777778,0.24792774920742294
1389,2021,5,Kentucky,4505836,May 2021,1260567.4444444445,0.27976327688012714
1438,2021,6,Kentucky,4505836,June 2021,1472673.888888889,0.32683699293291835
1487,2021,7,Kentucky,4505836,July 2021,1589989.5555555555,0.35287337478673336
1536,2021,8,Kentucky,4505836,August 2021,1629549.888888889,0.36165317354845783
1585,2021,9,Kentucky,4505836,September 2021,1258535.4444444445,0.2793123061834573
18,2019,1,Louisiana,4657757,January 2019,1421236.2727272727,0.30513319452416104
67,2019,2,Louisiana,4657757,February 2019,1223169.0909090908,0.26260903926698853
116,2019,3,Louisiana,4657757,March 2019,1309228.7272727273,0.2810856657555831
165,2019,4,Louisiana,4657757,April 2019,1399621.1818181819,0.30049252930502424
214,2019,5,Louisiana,4657757,May 2019,1556655.9090909092,0.3342071965306282
263,2019,6,Louisiana,4657757,June 2019,1710621.4545454546,0.36726292388062637
312,2019,7,Louisiana,4657757,July 2019,1860978.6363636365,0.3995439513833883
361,2019,8,Louisiana,4657757,August 2019,1827668.7272727273,0.3923924599915211
410,2019,9,Louisiana,4657757,September 2019,1731930.2727272727,0.3718378336884626
459,2019,10,Louisiana,4657757,October 2019,1495471.4545454546,0.32107116248130907
508,2019,11,Louisiana,4657757,November 2019,1325308.4545454546,0.2845379126788827
557,2019,12,Louisiana,4657757,December 2019,1351703.0909090908,0.2902047253450729
606,2020,1,Louisiana,4657757,January 2020,1451362.7272727273,0.3116012121870521
655,2020,2,Louisiana,4657757,February 2020,1414649.5454545454,0.30371905306664676
704,2020,3,Louisiana,4657757,March 2020,1541883.8181818181,0.33103569339959515
753,2020,4,Louisiana,4657757,April 2020,1439822.6363636365,0.30912360528117644
802,2020,5,Louisiana,4657757,May 2020,1525158.9090909092,0.3274449287695578
851,2020,6,Louisiana,4657757,June 2020,1680348.0,0.360763345962445
900,2020,7,Louisiana,4657757,July 2020,1859052.0909090908,0.3991303305237029
949,2020,8,Louisiana,4657757,August 2020,1722303.9090909092,0.36977109563485366
998,2020,9,Louisiana,4657757,September 2020,1423568.5454545454,0.30563392324987015
1047,2020,10,Louisiana,4657757,October 2020,1340652.2727272727,0.2878321631478999
1096,2020,11,Louisiana,4657757,November 2020,1380691.2727272727,0.29642836084563295
1145,2020,12,Louisiana,4657757,December 2020,1543010.1818181819,0.33127751873233874
1194,2021,1,Louisiana,4657757,January 2021,1431040.1818181819,0.30723805080818556
1243,2021,2,Louisiana,4657757,February 2021,1364845.6363636365,0.2930263722138438
1292,2021,3,Louisiana,4657757,March 2021,1221494.5454545454,0.26224952170208654
1341,2021,4,Louisiana,4657757,April 2021,1268062.5454545454,0.2722474670650584
1390,2021,5,Louisiana,4657757,May 2021,1415141.4545454546,0.30382466379105966
1439,2021,6,Louisiana,4657757,June 2021,1595634.0909090908,0.3425756412172406
1488,2021,7,Louisiana,4657757,July 2021,1821016.0,0.39096414862346834
1537,2021,8,Louisiana,4657757,August 2021,1846518.4545454546,0.3964394137662086
1586,2021,9,Louisiana,4657757,September 2021,1344801.9090909092,0.2887230718757782
0,2019,1,Alabama,5024279,January 2019,2266539.090909091,0.45111728287961134
49,2019,2,Alabama,5024279,February 2019,1970236.3636363635,0.3921431042416959
98,2019,3,Alabama,5024279,March 2019,2019835.0,0.4020148960676746
147,2019,4,Alabama,5024279,April 2019,1756760.9090909092,0.34965433032100907
196,2019,5,Alabama,5024279,May 2019,2228182.0,0.4434829355615005
245,2019,6,Alabama,5024279,June 2019,2295548.8181818184,0.4568911913892159
294,2019,7,Alabama,5024279,July 2019,2454815.272727273,0.48859055652109945
343,2019,8,Alabama,5024279,August 2019,2485170.1818181816,0.4946322013204644
392,2019,9,Alabama,5024279,September 2019,2286012.6363636362,0.45499317143089313
441,2019,10,Alabama,5024279,October 2019,2048350.9090909092,0.4076905181999067
490,2019,11,Alabama,5024279,November 2019,2043692.8181818181,0.4067634019093721
539,2019,12,Alabama,5024279,December 2019,2086571.0,0.4152975979240006
588,2020,1,Alabama,5024279,January 2020,2102987.5454545454,0.41856504096499125
637,2020,2,Alabama,5024279,February 2020,1947731.1818181819,0.38766381839427744
686,2020,3,Alabama,5024279,March 2020,1933358.7272727273,0.38480321798863626
735,2020,4,Alabama,5024279,April 2020,1674035.9090909092,0.3331892813060161
784,2020,5,Alabama,5024279,May 2020,1982041.2727272727,0.3944926770044563
833,2020,6,Alabama,5024279,June 2020,2309791.0,0.4597258631536983
882,2020,7,Alabama,5024279,July 2020,2495674.4545454546,0.49672290383266027
931,2020,8,Alabama,5024279,August 2020,2472636.4545454546,0.49213756930008357
980,2020,9,Alabama,5024279,September 2020,2216544.727272727,0.4411667280564489
1029,2020,10,Alabama,5024279,October 2020,1847413.3636363635,0.36769720862164773
1078,2020,11,Alabama,5024279,November 2020,1812094.6363636365,0.3606675975525317
1127,2020,12,Alabama,5024279,December 2020,2213454.5454545454,0.4405516782516547
1176,2021,1,Alabama,5024279,January 2021,2260964.727272727,0.450007797591003
1225,2021,2,Alabama,5024279,February 2021,2045145.4545454546,0.40705252525694824
1274,2021,3,Alabama,5024279,March 2021,1902011.0909090908,0.37856398717290396
1323,2021,4,Alabama,5024279,April 2021,1649319.1818181819,0.32826982375345437
1372,2021,5,Alabama,5024279,May 2021,2038454.1818181819,0.40572073760596933
1421,2021,6,Alabama,5024279,June 2021,2212379.3636363638,0.44033768101579623
1470,2021,7,Alabama,5024279,July 2021,2479909.0,0.49358504971559103
1519,2021,8,Alabama,5024279,August 2021,2533508.0,0.5042530480492823
1568,2021,9,Alabama,5024279,September 2021,2229360.0,0.44371739706333985
39,2019,1,South Carolina,5118425,January 2019,1645072.8181818181,0.32140215362769176
88,2019,2,South Carolina,5118425,February 2019,1398075.1818181819,0.27314558322495336
137,2019,3,South Carolina,5118425,March 2019,1435222.6363636365,0.28040317800175574
186,2019,4,South Carolina,5118425,April 2019,1426914.5454545454,0.2787800046800618
235,2019,5,South Carolina,5118425,May 2019,1626184.0909090908,0.3177118138703001
284,2019,6,South Carolina,5118425,June 2019,1593442.0909090908,0.3113149242020916
333,2019,7,South Carolina,5118425,July 2019,1734153.3636363635,0.33880605139986686
382,2019,8,South Carolina,5118425,August 2019,1642845.1818181819,0.32096693451954106
431,2019,9,South Carolina,5118425,September 2019,1505881.6363636365,0.294208010543016
480,2019,10,South Carolina,5118425,October 2019,1408206.6363636365,0.27512499184097383
529,2019,11,South Carolina,5118425,November 2019,1284626.9090909092,0.25098089922015254
578,2019,12,South Carolina,5118425,December 2019,1500738.9090909092,0.29320326254480805
627,2020,1,South Carolina,5118425,January 2020,1590960.6363636365,0.31083011597583954
676,2020,2,South Carolina,5118425,February 2020,1458333.9090909092,0.28491848744309217
725,2020,3,South Carolina,5118425,March 2020,1523439.5454545454,0.29763834489213875
774,2020,4,South Carolina,5118425,April 2020,1292605.9090909092,0.2525397771953109
823,2020,5,South Carolina,5118425,May 2020,1328507.8181818181,0.2595540265182782
872,2020,6,South Carolina,5118425,June 2020,1519101.6363636365,0.2967908363146156
921,2020,7,South Carolina,5118425,July 2020,1766008.6363636365,0.3450296988553386
970,2020,8,South Carolina,5118425,August 2020,1708461.3636363635,0.33378653856144486
1019,2020,9,South Carolina,5118425,September 2020,1506279.9090909092,0.29428582212124027
1068,2020,10,South Carolina,5118425,October 2020,1384370.4545454546,0.27046805502580473
1117,2020,11,South Carolina,5118425,November 2020,1269494.2727272727,0.24802439670939258
1166,2020,12,South Carolina,5118425,December 2020,1566762.8181818181,0.3061025253240632
1215,2021,1,South Carolina,5118425,January 2021,1634842.0,0.31940333207969246
1264,2021,2,South Carolina,5118425,February 2021,1527883.5454545454,0.2985065807264042
1313,2021,3,South Carolina,5118425,March 2021,1416577.6363636365,0.27676045587532033
1362,2021,4,South Carolina,5118425,April 2021,1332062.9090909092,0.260248593872316
1411,2021,5,South Carolina,5118425,May 2021,1543557.3636363635,0.30156881533603863
1460,2021,6,South Carolina,5118425,June 2021,1637983.9090909092,0.3200171750276519
1509,2021,7,South Carolina,5118425,July 2021,1765680.5454545454,0.34496559888140305
1558,2021,8,South Carolina,5118425,August 2021,1686971.6363636365,0.3295880346715321
1607,2021,9,South Carolina,5118425,September 2021,1508018.6363636365,0.29462552178915125
23,2019,1,Minnesota,5706494,January 2019,975881.5454545454,0.171012454486861
72,2019,2,Minnesota,5706494,February 2019,864613.0,0.15151387173981082
121,2019,3,Minnesota,5706494,March 2019,867048.7272727273,0.15194070602242415
170,2019,4,Minnesota,5706494,April 2019,766073.9090909091,0.13424598520403405
219,2019,5,Minnesota,5706494,May 2019,853863.7272727273,0.14963018050535534
268,2019,6,Minnesota,5706494,June 2019,922878.0909090909,0.16172418492144056
317,2019,7,Minnesota,5706494,July 2019,1012173.6363636364,0.17737224228460352
366,2019,8,Minnesota,5706494,August 2019,943847.7272727273,0.1653988819181668
415,2019,9,Minnesota,5706494,September 2019,883977.0,0.1549071987108021
464,2019,10,Minnesota,5706494,October 2019,840277.9090909091,0.1472494160321397
513,2019,11,Minnesota,5706494,November 2019,920014.1818181818,0.1612223165078561
562,2019,12,Minnesota,5706494,December 2019,945603.5454545454,0.16570656964758843
611,2020,1,Minnesota,5706494,January 2020,966119.6363636364,0.16930178781641345
660,2020,2,Minnesota,5706494,February 2020,870800.0909090909,0.1525980910361232
709,2020,3,Minnesota,5706494,March 2020,849056.3636363636,0.1487877431635543
758,2020,4,Minnesota,5706494,April 2020,723855.0,0.12684758802865648
807,2020,5,Minnesota,5706494,May 2020,693976.8181818182,0.12161176690658367
856,2020,6,Minnesota,5706494,June 2020,810155.9090909091,0.14197086846860946
905,2020,7,Minnesota,5706494,July 2020,1017912.5454545454,0.1783779226710035
954,2020,8,Minnesota,5706494,August 2020,960231.5454545454,0.16826996496527385
1003,2020,9,Minnesota,5706494,September 2020,748862.1818181818,0.13122982023956947
1052,2020,10,Minnesota,5706494,October 2020,808383.0909090909,0.1416602016770877
1101,2020,11,Minnesota,5706494,November 2020,850127.1818181818,0.14897539221423553
1150,2020,12,Minnesota,5706494,December 2020,975091.0909090909,0.17087393606461182
1199,2021,1,Minnesota,5706494,January 2021,888665.0,0.1557287188946488
1248,2021,2,Minnesota,5706494,February 2021,958851.6363636364,0.16802815114913577
1297,2021,3,Minnesota,5706494,March 2021,807668.8181818182,0.1415350332764423
1346,2021,4,Minnesota,5706494,April 2021,728831.8181818182,0.12771972040657859
1395,2021,5,Minnesota,5706494,May 2021,692167.1818181818,0.12129464813564717
1444,2021,6,Minnesota,5706494,June 2021,951441.0909090909,0.16672953496649448
1493,2021,7,Minnesota,5706494,July 2021,1076317.0909090908,0.18861267372034227
1542,2021,8,Minnesota,5706494,August 2021,1129718.8181818181,0.19797073617913524
1591,2021,9,Minnesota,5706494,September 2021,853624.7272727273,0.14958829839700652
5,2019,1,Colorado,5773714,January 2019,918713.3636363636,0.1591199986068523
54,2019,2,Colorado,5773714,February 2019,835382.6363636364,0.1446872214944551
103,2019,3,Colorado,5773714,March 2019,827813.6363636364,0.14337628021818127
152,2019,4,Colorado,5773714,April 2019,756954.9090909091,0.13110363781283746
201,2019,5,Colorado,5773714,May 2019,753132.3636363636,0.13044157774984413
250,2019,6,Colorado,5773714,June 2019,769857.1818181818,0.133338295214862
299,2019,7,Colorado,5773714,July 2019,964010.4545454546,0.1669653977570511
348,2019,8,Colorado,5773714,August 2019,976435.9090909091,0.16911747084994322
397,2019,9,Colorado,5773714,September 2019,851247.6363636364,0.1474350195322519
446,2019,10,Colorado,5773714,October 2019,823263.0,0.14258811572585686
495,2019,11,Colorado,5773714,November 2019,856676.4545454546,0.14837528401050945
544,2019,12,Colorado,5773714,December 2019,909737.3636363636,0.15756536670094218
593,2020,1,Colorado,5773714,January 2020,809901.0,0.14027383413864974
642,2020,2,Colorado,5773714,February 2020,761488.25,0.1318888067541967
691,2020,3,Colorado,5773714,March 2020,729000.0,0.12626188273267433
740,2020,4,Colorado,5773714,April 2020,667118.6666666666,0.11554411366178972
789,2020,5,Colorado,5773714,May 2020,671352.4166666666,0.11627739383465593
838,2020,6,Colorado,5773714,June 2020,754045.8333333334,0.1305997895519822
887,2020,7,Colorado,5773714,July 2020,842311.8333333334,0.1458873496909153
936,2020,8,Colorado,5773714,August 2020,868207.1666666666,0.15037238884133622
985,2020,9,Colorado,5773714,September 2020,722436.6666666666,0.12512512165768283
1034,2020,10,Colorado,5773714,October 2020,690989.1666666666,0.1196784542266324
1083,2020,11,Colorado,5773714,November 2020,696508.75,0.12063443911492672
1132,2020,12,Colorado,5773714,December 2020,805808.5833333334,0.13956503272128362
1181,2021,1,Colorado,5773714,January 2021,808155.0,0.13997142913556163
1230,2021,2,Colorado,5773714,February 2021,761461.5833333334,0.1318841881210835
1279,2021,3,Colorado,5773714,March 2021,778248.0,0.13479157436617054
1328,2021,4,Colorado,5773714,April 2021,713211.1666666666,0.12352727666570713
1377,2021,5,Colorado,5773714,May 2021,702424.9166666666,0.12165911173755171
1426,2021,6,Colorado,5773714,June 2021,839036.5,0.14532006607878395
1475,2021,7,Colorado,5773714,July 2021,932649.9166666666,0.16153379205597412
1524,2021,8,Colorado,5773714,August 2021,916583.5,0.15875110890494404
1573,2021,9,Colorado,5773714,September 2021,776848.1666666666,0.1345491249941834
48,2019,1,Wisconsin,5893718,January 2019,1075207.3636363635,0.1824327807398256
97,2019,2,Wisconsin,5893718,February 2019,968643.6363636364,0.1643518804876033
146,2019,3,Wisconsin,5893718,March 2019,937706.6363636364,0.15910273215712667
195,2019,4,Wisconsin,5893718,April 2019,822582.0909090909,0.13956929919434405
244,2019,5,Wisconsin,5893718,May 2019,877470.7272727273,0.1488823739569364
293,2019,6,Wisconsin,5893718,June 2019,878853.9090909091,0.149117061435737
342,2019,7,Wisconsin,5893718,July 2019,1062562.0,0.18028721428476896
391,2019,8,Wisconsin,5893718,August 2019,1057871.5454545454,0.1794913746220205
440,2019,9,Wisconsin,5893718,September 2019,912764.6363636364,0.15487076856470505
489,2019,10,Wisconsin,5893718,October 2019,911183.3636363636,0.15460247056889448
538,2019,11,Wisconsin,5893718,November 2019,921692.8181818182,0.15638563266546146
587,2019,12,Wisconsin,5893718,December 2019,986969.6363636364,0.16746129291622647
636,2020,1,Wisconsin,5893718,January 2020,1014449.6363636364,0.17212388450951274
685,2020,2,Wisconsin,5893718,February 2020,964497.5454545454,0.16364840419147056
734,2020,3,Wisconsin,5893718,March 2020,913684.6363636364,0.1550268669732139
783,2020,4,Wisconsin,5893718,April 2020,782120.5454545454,0.13270410044297087
832,2020,5,Wisconsin,5893718,May 2020,812487.0909090909,0.13785645850532566
881,2020,6,Wisconsin,5893718,June 2020,1003959.3636363636,0.17034397703391368
930,2020,7,Wisconsin,5893718,July 2020,1122800.1818181819,0.19050795810355736
979,2020,8,Wisconsin,5893718,August 2020,1164324.4545454546,0.19755347211139973
1028,2020,9,Wisconsin,5893718,September 2020,886102.7272727273,0.15034698424198906
1077,2020,10,Wisconsin,5893718,October 2020,805443.9090909091,0.13666142646982923
1126,2020,11,Wisconsin,5893718,November 2020,779544.9090909091,0.13226708659812178
1175,2020,12,Wisconsin,5893718,December 2020,923048.0,0.15661556932313356
1224,2021,1,Wisconsin,5893718,January 2021,1070863.3636363635,0.18169572477617074
1273,2021,2,Wisconsin,5893718,February 2021,1022232.0909090909,0.1734443505625975
1322,2021,3,Wisconsin,5893718,March 2021,981645.5454545454,0.1665579427883291
1371,2021,4,Wisconsin,5893718,April 2021,888540.3636363636,0.15076058332556183
1420,2021,5,Wisconsin,5893718,May 2021,930460.0,0.15787317954472882
1469,2021,6,Wisconsin,5893718,June 2021,1121713.5454545454,0.19032358613943617
1518,2021,7,Wisconsin,5893718,July 2021,1242647.0909090908,0.2108426448142057
1567,2021,8,Wisconsin,5893718,August 2021,1248876.2727272727,0.21189956369260843
1616,2021,9,Wisconsin,5893718,September 2021,947445.5454545454,0.16075515412419553
25,2019,1,Missouri,6154913,January 2019,1335353.6666666667,0.21695735856325943
74,2019,2,Missouri,6154913,February 2019,1135456.25,0.18447965877015646
123,2019,3,Missouri,6154913,March 2019,1095710.1666666667,0.17802203973746936
172,2019,4,Missouri,6154913,April 2019,810599.1666666666,0.13169953282307428
221,2019,5,Missouri,6154913,May 2019,985627.5,0.16013670705012403
270,2019,6,Missouri,6154913,June 2019,1057018.75,0.1717357743318224
319,2019,7,Missouri,6154913,July 2019,1277419.0833333333,0.20754462058738007
368,2019,8,Missouri,6154913,August 2019,1234083.4166666667,0.20050379536910867
417,2019,9,Missouri,6154913,September 2019,1060737.4166666667,0.1723399529232447
466,2019,10,Missouri,6154913,October 2019,956316.0,0.15537441390316972
515,2019,11,Missouri,6154913,November 2019,1026737.9166666666,0.16681599182095128
564,2019,12,Missouri,6154913,December 2019,1071399.1666666667,0.17407218699381563
613,2020,1,Missouri,6154913,January 2020,1172552.8333333333,0.19050680868004685
662,2020,2,Missouri,6154913,February 2020,1074497.5,0.17457557889120448
711,2020,3,Missouri,6154913,March 2020,892635.5,0.14502812631145234
760,2020,4,Missouri,6154913,April 2020,734868.8333333334,0.11939548671660076
809,2020,5,Missouri,6154913,May 2020,852934.25,0.13857779143263277
858,2020,6,Missouri,6154913,June 2020,1015834.0833333334,0.1650444260273595
907,2020,7,Missouri,6154913,July 2020,1232880.6666666667,0.20030838237139448
956,2020,8,Missouri,6154913,August 2020,1228871.5,0.19965700571234718
1005,2020,9,Missouri,6154913,September 2020,1015526.8333333334,0.16499450655652376
1054,2020,10,Missouri,6154913,October 2020,883228.9166666666,0.14349982147053364
1103,2020,11,Missouri,6154913,November 2020,888432.0833333334,0.1443451894987522
1152,2020,12,Missouri,6154913,December 2020,1102381.9166666667,0.179106011192468
1201,2021,1,Missouri,6154913,January 2021,1141552.0833333333,0.18547005998839192
1250,2021,2,Missouri,6154913,February 2021,1102074.3333333333,0.1790560375643544
1299,2021,3,Missouri,6154913,March 2021,896194.0833333334,0.14560629587019888
1348,2021,4,Missouri,6154913,April 2021,834217.6666666666,0.13553687382204535
1397,2021,5,Missouri,6154913,May 2021,893203.1666666666,0.1451203561555893
1446,2021,6,Missouri,6154913,June 2021,1128962.5833333333,0.18342462084083613
1495,2021,7,Missouri,6154913,July 2021,1207343.3333333333,0.1961592850026204
1544,2021,8,Missouri,6154913,August 2021,1378619.5,0.22398683783182638
1593,2021,9,Missouri,6154913,September 2021,1186810.9166666667,0.1928233456210781
20,2019,1,Maryland,6177224,January 2019,646364.3636363636,0.10463670471337345
69,2019,2,Maryland,6177224,February 2019,515140.63636363635,0.08339354965331294
118,2019,3,Maryland,6177224,March 2019,632570.8181818182,0.10240373640033423
167,2019,4,Maryland,6177224,April 2019,526198.8181818182,0.08518370358300399
216,2019,5,Maryland,6177224,May 2019,614157.6363636364,0.09942291818519716
265,2019,6,Maryland,6177224,June 2019,577706.9090909091,0.09352209165329103
314,2019,7,Maryland,6177224,July 2019,743427.8181818182,0.12034982351001328
363,2019,8,Maryland,6177224,August 2019,685376.1818181818,0.11095213348555626
412,2019,9,Maryland,6177224,September 2019,591350.4545454546,0.09573077721407781
461,2019,10,Maryland,6177224,October 2019,543334.4545454546,0.08795770633304775
510,2019,11,Maryland,6177224,November 2019,540381.1818181818,0.08747961573324552
559,2019,12,Maryland,6177224,December 2019,534661.4545454546,0.08655367759781005
608,2020,1,Maryland,6177224,January 2020,513863.63636363635,0.08318682248913692
657,2020,2,Maryland,6177224,February 2020,495377.9090909091,0.08019426025200141
706,2020,3,Maryland,6177224,March 2020,520341.63636363635,0.08423551361641352
755,2020,4,Maryland,6177224,April 2020,532572.0,0.08621542621734293
804,2020,5,Maryland,6177224,May 2020,496733.45454545453,0.08041370274826597
853,2020,6,Maryland,6177224,June 2020,594119.9090909091,0.09617911040475609
902,2020,7,Maryland,6177224,July 2020,743853.2727272727,0.12041869822549299
951,2020,8,Maryland,6177224,August 2020,594144.9090909091,0.0961831575301315
1000,2020,9,Maryland,6177224,September 2020,504635.54545454547,0.08169293285374554
1049,2020,10,Maryland,6177224,October 2020,551859.5454545454,0.08933779080288255
1098,2020,11,Maryland,6177224,November 2020,489051.2727272727,0.07917007262927048
1147,2020,12,Maryland,6177224,December 2020,514211.45454545453,0.08324312904072356
1196,2021,1,Maryland,6177224,January 2021,591816.8181818182,0.09580627449835366
1245,2021,2,Maryland,6177224,February 2021,614043.1818181818,0.09940438970938754
1294,2021,3,Maryland,6177224,March 2021,509248.0909090909,0.08243963484391871
1343,2021,4,Maryland,6177224,April 2021,551220.4545454546,0.08923433156146751
1392,2021,5,Maryland,6177224,May 2021,540579.2727272727,0.08751168368303833
1441,2021,6,Maryland,6177224,June 2021,599492.0,0.09704877142224404
1490,2021,7,Maryland,6177224,July 2021,708133.0,0.11463612133864662
1539,2021,8,Maryland,6177224,August 2021,707006.5454545454,0.11445376522764035
1588,2021,9,Maryland,6177224,September 2021,614449.8181818182,0.09947021804322106
14,2019,1,Indiana,6785528,January 2019,1835031.4545454546,0.27043311213887183
63,2019,2,Indiana,6785528,February 2019,1526282.0,0.22493194339482497
112,2019,3,Indiana,6785528,March 2019,1663179.2727272727,0.24510683217684354
161,2019,4,Indiana,6785528,April 2019,1495645.7272727273,0.22041700030899988
210,2019,5,Indiana,6785528,May 2019,1407535.2727272727,0.20743194527047457
259,2019,6,Indiana,6785528,June 2019,1329871.9090909092,0.1959865037902591
308,2019,7,Indiana,6785528,July 2019,1843290.8181818181,0.2716503149322821
357,2019,8,Indiana,6785528,August 2019,1560285.8181818181,0.229943169961397
406,2019,9,Indiana,6785528,September 2019,1465821.0909090908,0.21602167007624032
455,2019,10,Indiana,6785528,October 2019,1391148.3636363635,0.20501696605427958
504,2019,11,Indiana,6785528,November 2019,1654387.2727272727,0.24381113344860897
553,2019,12,Indiana,6785528,December 2019,1464863.0,0.2158804738555349
602,2020,1,Indiana,6785528,January 2020,1396241.9090909092,0.2057676144127486
651,2020,2,Indiana,6785528,February 2020,1288826.7272727273,0.18993757409485706
700,2020,3,Indiana,6785528,March 2020,1264652.0909090908,0.18637489829960038
749,2020,4,Indiana,6785528,April 2020,1145838.2727272727,0.1688650128224764
798,2020,5,Indiana,6785528,May 2020,1093703.7272727273,0.16118181625257863
847,2020,6,Indiana,6785528,June 2020,1384509.9090909092,0.2040386406320789
896,2020,7,Indiana,6785528,July 2020,1665718.9090909092,0.24548110465256487
945,2020,8,Indiana,6785528,August 2020,1612086.0,0.23757709053739076
994,2020,9,Indiana,6785528,September 2020,1325300.6363636365,0.1953128240519583
1043,2020,10,Indiana,6785528,October 2020,1315859.6363636365,0.19392148059276101
1092,2020,11,Indiana,6785528,November 2020,1319330.6363636365,0.19443301042507471
1141,2020,12,Indiana,6785528,December 2020,1543734.2727272727,0.2275039278781655
1190,2021,1,Indiana,6785528,January 2021,1626370.0,0.23968215885337146
1239,2021,2,Indiana,6785528,February 2021,1759210.0909090908,0.25925913074252893
1288,2021,3,Indiana,6785528,March 2021,1258603.0909090908,0.18548344224783847
1337,2021,4,Indiana,6785528,April 2021,1136524.4545454546,0.16749241246155858
1386,2021,5,Indiana,6785528,May 2021,1262862.8181818181,0.186111208763978
1435,2021,6,Indiana,6785528,June 2021,1582048.4545454546,0.2331503833666967
1484,2021,7,Indiana,6785528,July 2021,1732725.4545454546,0.2553560245489304
1533,2021,8,Indiana,6785528,August 2021,1842601.7272727273,0.2715487619051498
1582,2021,9,Indiana,6785528,September 2021,1384855.5454545454,0.20408957791560883
41,2019,1,Tennessee,6910840,January 2019,1106428.3846153845,0.16010041971965558
90,2019,2,Tennessee,6910840,February 2019,925345.6153846154,0.13389770496562145
139,2019,3,Tennessee,6910840,March 2019,1137279.7692307692,0.16456462155552282
188,2019,4,Tennessee,6910840,April 2019,878225.2307692308,0.12707937541156078
237,2019,5,Tennessee,6910840,May 2019,1106395.923076923,0.16009572252821988
286,2019,6,Tennessee,6910840,June 2019,1046750.2307692308,0.1514649783194562
335,2019,7,Tennessee,6910840,July 2019,1302656.7692307692,0.18849470820200862
384,2019,8,Tennessee,6910840,August 2019,1233788.7692307692,0.17852949413251779
433,2019,9,Tennessee,6910840,September 2019,1137475.0,0.1645928714888494
482,2019,10,Tennessee,6910840,October 2019,814961.3076923077,0.11792507245028212
