,year,month,state_name,population,date,consumption,scaled_consumption
649,2020,2,Idaho,1839106,February 2020,279083.63636363635,0.1517496198498816
698,2020,3,Idaho,1839106,March 2020,270298.0909090909,0.14697254585058767
747,2020,4,Idaho,1839106,April 2020,255260.0,0.13879569747475132
796,2020,5,Idaho,1839106,May 2020,252278.27272727274,0.1371744057858942
845,2020,6,Idaho,1839106,June 2020,242660.18181818182,0.13194464148242777
894,2020,7,Idaho,1839106,July 2020,288248.7272727273,0.15673306882405216
943,2020,8,Idaho,1839106,August 2020,309664.63636363635,0.16837780767592317
992,2020,9,Idaho,1839106,September 2020,253732.9090909091,0.13796535332433751
1041,2020,10,Idaho,1839106,October 2020,244511.0909090909,0.13295105932398182
1090,2020,11,Idaho,1839106,November 2020,276830.8181818182,0.150524666975051
1139,2020,12,Idaho,1839106,December 2020,268312.7272727273,0.14589301936523902
1188,2021,1,Idaho,1839106,January 2021,290346.63636363635,0.15787379105045404
1237,2021,2,Idaho,1839106,February 2021,265939.45454545453,0.14460257024089668
1286,2021,3,Idaho,1839106,March 2021,255273.63636363635,0.13880311214450736
1335,2021,4,Idaho,1839106,April 2021,207008.36363636365,0.11255923456090276
1384,2021,5,Idaho,1839106,May 2021,263529.8181818182,0.14329234866387155
1433,2021,6,Idaho,1839106,June 2021,291575.45454545453,0.15854195165773724
1482,2021,7,Idaho,1839106,July 2021,264502.54545454547,0.14382126177313623
1531,2021,8,Idaho,1839106,August 2021,260298.63636363635,0.1415354179496105
1580,2021,9,Idaho,1839106,September 2021,217774.0,0.11841296803990635
27,2019,1,Nebraska,1961504,January 2019,605541.9090909091,0.30871306359350226
76,2019,2,Nebraska,1961504,February 2019,543397.9090909091,0.27703125208559815
125,2019,3,Nebraska,1961504,March 2019,567890.6363636364,0.28951795987346257
174,2019,4,Nebraska,1961504,April 2019,496303.2727272727,0.2530217999694483
223,2019,5,Nebraska,1961504,May 2019,444120.2727272727,0.22641823454210275
272,2019,6,Nebraska,1961504,June 2019,572082.5454545454,0.2916550491125919
321,2019,7,Nebraska,1961504,July 2019,636696.3636363636,0.3245960057365999
370,2019,8,Nebraska,1961504,August 2019,606078.3636363636,0.3089865550293875
419,2019,9,Nebraska,1961504,September 2019,590270.4545454546,0.3009274793961443
468,2019,10,Nebraska,1961504,October 2019,528843.2727272727,0.2696111110287171
517,2019,11,Nebraska,1961504,November 2019,562599.7272727273,0.2868205862811023
566,2019,12,Nebraska,1961504,December 2019,627559.8181818182,0.3199380772008715
615,2020,1,Nebraska,1961504,January 2020,650057.2727272727,0.3314075692566891
664,2020,2,Nebraska,1961504,February 2020,591409.1818181818,0.30150801722463055
713,2020,3,Nebraska,1961504,March 2020,548276.8181818182,0.2795185827721066
762,2020,4,Nebraska,1961504,April 2020,489835.9090909091,0.2497246546991029
811,2020,5,Nebraska,1961504,May 2020,513016.36363636365,0.26154234895078654
860,2020,6,Nebraska,1961504,June 2020,583021.6363636364,0.29723193853473473
909,2020,7,Nebraska,1961504,July 2020,663134.2727272727,0.3380743922659718
958,2020,8,Nebraska,1961504,August 2020,599984.1818181818,0.3058796626558915
1007,2020,9,Nebraska,1961504,September 2020,484616.54545454547,0.24706375590085233
1056,2020,10,Nebraska,1961504,October 2020,465607.0,0.23737244481785405
1105,2020,11,Nebraska,1961504,November 2020,505114.63636363635,0.25751394662648475
1154,2020,12,Nebraska,1961504,December 2020,605686.4545454546,0.3087867547277266
1203,2021,1,Nebraska,1961504,January 2021,571967.8181818182,0.29159655967146547
1252,2021,2,Nebraska,1961504,February 2021,545325.6363636364,0.2780140322750483
1301,2021,3,Nebraska,1961504,March 2021,469366.9090909091,0.23928929489356593
1350,2021,4,Nebraska,1961504,April 2021,481648.63636363635,0.24555067762473914
1399,2021,5,Nebraska,1961504,May 2021,521184.63636363635,0.2657066395804629
1448,2021,6,Nebraska,1961504,June 2021,644298.3636363636,0.32847160323729324
1497,2021,7,Nebraska,1961504,July 2021,706800.0909090909,0.3603357887157462
1546,2021,8,Nebraska,1961504,August 2021,693801.0,0.3537086847643441
1595,2021,9,Nebraska,1961504,September 2021,595447.5454545454,0.3035668270136311
31,2019,1,New Mexico,2117522,January 2019,583471.4,0.2755444335407141
80,2019,2,New Mexico,2117522,February 2019,603759.4,0.285125443797042
129,2019,3,New Mexico,2117522,March 2019,437282.5,0.20650670925733003
178,2019,4,New Mexico,2117522,April 2019,508823.2,0.24029181278872191
227,2019,5,New Mexico,2117522,May 2019,499676.2,0.2359721410214392
276,2019,6,New Mexico,2117522,June 2019,591217.1,0.2792023412271514
325,2019,7,New Mexico,2117522,July 2019,682012.6,0.3220805261999639
374,2019,8,New Mexico,2117522,August 2019,723777.5,0.34180400486984314
423,2019,9,New Mexico,2117522,September 2019,644215.5,0.3042308415213632
472,2019,10,New Mexico,2117522,October 2019,603721.5,0.28510754551782697
521,2019,11,New Mexico,2117522,November 2019,566106.4,0.26734381035946736
570,2019,12,New Mexico,2117522,December 2019,590839.0,0.279023783460101
619,2020,1,New Mexico,2117522,January 2020,632184.6,0.29854924765834784
668,2020,2,New Mexico,2117522,February 2020,531674.7,0.2510834362051492
717,2020,3,New Mexico,2117522,March 2020,516880.3,0.2440967791597915
766,2020,4,New Mexico,2117522,April 2020,502207.6,0.2371675949529686
815,2020,5,New Mexico,2117522,May 2020,508542.2,0.24015911050747052
864,2020,6,New Mexico,2117522,June 2020,610291.0,0.28820999262345326
913,2020,7,New Mexico,2117522,July 2020,689903.0,0.32580676847749396
962,2020,8,New Mexico,2117522,August 2020,688591.1,0.32518722355659113
1011,2020,9,New Mexico,2117522,September 2020,650931.3,0.3074023788182602
1060,2020,10,New Mexico,2117522,October 2020,460900.3,0.21766021793398133
1109,2020,11,New Mexico,2117522,November 2020,456522.5,0.21559280139710474
1158,2020,12,New Mexico,2117522,December 2020,566488.8,0.26752439880199597
1207,2021,1,New Mexico,2117522,January 2021,627628.1,0.2963974400265971
1256,2021,2,New Mexico,2117522,February 2021,477912.2,0.2256940896009581
1305,2021,3,New Mexico,2117522,March 2021,533402.0,0.2518991538222507
1354,2021,4,New Mexico,2117522,April 2021,470470.9,0.22217993484837467
1403,2021,5,New Mexico,2117522,May 2021,537742.8,0.2539490971050124
1452,2021,6,New Mexico,2117522,June 2021,669582.1,0.3162102211925071
1501,2021,7,New Mexico,2117522,July 2021,610450.8,0.2882854581912254
1550,2021,8,New Mexico,2117522,August 2021,692962.8,0.32725175936778933
1599,2021,9,New Mexico,2117522,September 2021,618392.0,0.29203569077440517
16,2019,1,Kansas,2937880,January 2019,875526.6,0.29801305703432407
65,2019,2,Kansas,2937880,February 2019,887332.7,0.3020316350565714
114,2019,3,Kansas,2937880,March 2019,829495.9,0.282345058341389
163,2019,4,Kansas,2937880,April 2019,721569.5,0.24560890846460715
212,2019,5,Kansas,2937880,May 2019,785651.3,0.2674211676446962
261,2019,6,Kansas,2937880,June 2019,822369.2,0.2799192615082985
310,2019,7,Kansas,2937880,July 2019,966838.1,0.32909380233365554
359,2019,8,Kansas,2937880,August 2019,881239.5,0.2999576225033017
408,2019,9,Kansas,2937880,September 2019,934429.8,0.31806261658066365
457,2019,10,Kansas,2937880,October 2019,706511.1,0.24048330769126036
506,2019,11,Kansas,2937880,November 2019,872920.4,0.29712595477010634
555,2019,12,Kansas,2937880,December 2019,893714.5,0.30420388171062124
604,2020,1,Kansas,2937880,January 2020,872947.5,0.2971351791087451
653,2020,2,Kansas,2937880,February 2020,828116.7,0.28187560417716173
702,2020,3,Kansas,2937880,March 2020,807014.1,0.27469266954402494
751,2020,4,Kansas,2937880,April 2020,790923.0,0.269215556796057
800,2020,5,Kansas,2937880,May 2020,795632.2,0.27081848135390146
849,2020,6,Kansas,2937880,June 2020,1071853.2,0.36483899955069643
898,2020,7,Kansas,2937880,July 2020,1012451.7,0.3446198279031138
947,2020,8,Kansas,2937880,August 2020,1029632.7,0.3504679224474791
996,2020,9,Kansas,2937880,September 2020,898106.8,0.3056989393712473
1045,2020,10,Kansas,2937880,October 2020,896073.5,0.3050068416681416
1094,2020,11,Kansas,2937880,November 2020,929310.4,0.3163200675316895
1143,2020,12,Kansas,2937880,December 2020,976304.4,0.3323159557231745
1192,2021,1,Kansas,2937880,January 2021,941754.1,0.32055567279807207
1241,2021,2,Kansas,2937880,February 2021,873052.7,0.2971709872425014
1290,2021,3,Kansas,2937880,March 2021,993185.4,0.33806193581766447
1339,2021,4,Kansas,2937880,April 2021,795745.7,0.2708571146541043
1388,2021,5,Kansas,2937880,May 2021,871824.6,0.2967529647228614
1437,2021,6,Kansas,2937880,June 2021,987512.9,0.33613112176127
1486,2021,7,Kansas,2937880,July 2021,1074998.9,0.3659097376339401
1535,2021,8,Kansas,2937880,August 2021,1064665.4,0.36239240540798123
1584,2021,9,Kansas,2937880,September 2021,961532.2,0.3272877721350089
24,2019,1,Mississippi,2961279,January 2019,1140617.0,0.38517714811741816
73,2019,2,Mississippi,2961279,February 2019,969547.1111111111,0.3274082283739935
122,2019,3,Mississippi,2961279,March 2019,1104796.4444444445,0.3730808358295333
171,2019,4,Mississippi,2961279,April 2019,1103549.2222222222,0.37265965895892356
220,2019,5,Mississippi,2961279,May 2019,1177584.7777777778,0.39766086808361445
269,2019,6,Mississippi,2961279,June 2019,1225522.6666666667,0.4138491059662621
318,2019,7,Mississippi,2961279,July 2019,1568570.5555555555,0.5296936072405051
367,2019,8,Mississippi,2961279,August 2019,1606840.111111111,0.542616927047776
416,2019,9,Mississippi,2961279,September 2019,1436221.888888889,0.4850005314895655
465,2019,10,Mississippi,2961279,October 2019,1203290.7777777778,0.4063415766558226
514,2019,11,Mississippi,2961279,November 2019,1025770.0,0.3463942438385576
563,2019,12,Mississippi,2961279,December 2019,1095191.5555555555,0.3698373424306036
612,2020,1,Mississippi,2961279,January 2020,1306698.0,0.4412613603784041
661,2020,2,Mississippi,2961279,February 2020,1267582.4444444445,0.42805235320428925
710,2020,3,Mississippi,2961279,March 2020,936669.1111111111,0.3163055933301493
759,2020,4,Mississippi,2961279,April 2020,937185.1111111111,0.31647984236240867
808,2020,5,Mississippi,2961279,May 2020,1182912.4444444445,0.39945997808529504
857,2020,6,Mississippi,2961279,June 2020,1395459.888888889,0.4712355333249211
906,2020,7,Mississippi,2961279,July 2020,1622412.7777777778,0.5478756908004203
955,2020,8,Mississippi,2961279,August 2020,1494903.888888889,0.5048169689140702
1004,2020,9,Mississippi,2961279,September 2020,1322462.0,0.44658473585231245
1053,2020,10,Mississippi,2961279,October 2020,1176883.0,0.3974238833963298
1102,2020,11,Mississippi,2961279,November 2020,886868.2222222222,0.2994882353949838
1151,2020,12,Mississippi,2961279,December 2020,1265916.0,0.4274896083753
1200,2021,1,Mississippi,2961279,January 2021,1519160.3333333333,0.5130081742832516
1249,2021,2,Mississippi,2961279,February 2021,1260658.6666666667,0.4257142493722026
1298,2021,3,Mississippi,2961279,March 2021,1018950.7777777778,0.3440914475730851
1347,2021,4,Mississippi,2961279,April 2021,1166885.0,0.39404763955034294
1396,2021,5,Mississippi,2961279,May 2021,1210830.3333333333,0.4088876236698174
1445,2021,6,Mississippi,2961279,June 2021,1387146.111111111,0.4684280377198876
1494,2021,7,Mississippi,2961279,July 2021,1518983.111111111,0.5129483277702341
1543,2021,8,Mississippi,2961279,August 2021,1530613.888888889,0.516875947483803
1592,2021,9,Mississippi,2961279,September 2021,1180200.5555555555,0.39854419511148914
3,2019,1,Arkansas,3011524,January 2019,1098128.5454545454,0.3646421364912069
52,2019,2,Arkansas,3011524,February 2019,1004685.2727272727,0.3336135699822657
101,2019,3,Arkansas,3011524,March 2019,931129.7272727273,0.3091888782133987
150,2019,4,Arkansas,3011524,April 2019,752912.4545454546,0.2500104447268076
199,2019,5,Arkansas,3011524,May 2019,946155.7272727273,0.3141783785461206
248,2019,6,Arkansas,3011524,June 2019,989601.5454545454,0.3286049008590154
297,2019,7,Arkansas,3011524,July 2019,1101139.1818181819,0.3656418417446389
346,2019,8,Arkansas,3011524,August 2019,1181955.0909090908,0.39247739380761726
395,2019,9,Arkansas,3011524,September 2019,1107839.1818181819,0.3678666289288021
444,2019,10,Arkansas,3011524,October 2019,852587.2727272727,0.2831082444394508
493,2019,11,Arkansas,3011524,November 2019,838239.4545454546,0.2783439396615981
542,2019,12,Arkansas,3011524,December 2019,912516.5454545454,0.30300822621853435
591,2020,1,Arkansas,3011524,January 2020,808487.4545454546,0.2684645563327586
640,2020,2,Arkansas,3011524,February 2020,763824.9090909091,0.253634010252254
689,2020,3,Arkansas,3011524,March 2020,800594.9090909091,0.2658437751420573
738,2020,4,Arkansas,3011524,April 2020,588259.7272727273,0.1953362242083169
787,2020,5,Arkansas,3011524,May 2020,744492.5454545454,0.2472145483331846
836,2020,6,Arkansas,3011524,June 2020,874508.6363636364,0.29038740397341556
885,2020,7,Arkansas,3011524,July 2020,1156575.3636363635,0.3840498576921066
934,2020,8,Arkansas,3011524,August 2020,1163402.0,0.38631669546714553
983,2020,9,Arkansas,3011524,September 2020,810454.0,0.2691175630677358
1032,2020,10,Arkansas,3011524,October 2020,760341.8181818182,0.25247742278720614
1081,2020,11,Arkansas,3011524,November 2020,656915.7272727273,0.2181339837480051
1130,2020,12,Arkansas,3011524,December 2020,806917.5454545454,0.267943255791601
1179,2021,1,Arkansas,3011524,January 2021,948280.3636363636,0.3148838805987811
1228,2021,2,Arkansas,3011524,February 2021,827619.0,0.27481733501044653
1277,2021,3,Arkansas,3011524,March 2021,829649.6363636364,0.275491623630971
1326,2021,4,Arkansas,3011524,April 2021,689857.8181818182,0.22907266160980894
1375,2021,5,Arkansas,3011524,May 2021,727490.4545454546,0.2415688716229572
1424,2021,6,Arkansas,3011524,June 2021,1047666.5454545454,0.3478858363587823
1473,2021,7,Arkansas,3011524,July 2021,1176652.9090909092,0.3907167630378869
1522,2021,8,Arkansas,3011524,August 2021,1207222.0909090908,0.4008674979542221
1571,2021,9,Arkansas,3011524,September 2021,1039975.6363636364,0.34533201009310777
28,2019,1,Nevada,3104614,January 2019,562265.1818181818,0.18110630880946288
77,2019,2,Nevada,3104614,February 2019,535559.5454545454,0.1725043903862269
126,2019,3,Nevada,3104614,March 2019,538066.4545454546,0.17331186889753591
175,2019,4,Nevada,3104614,April 2019,502269.36363636365,0.16178158174779977
224,2019,5,Nevada,3104614,May 2019,519466.36363636365,0.16732075666616322
273,2019,6,Nevada,3104614,June 2019,654198.9090909091,0.21071827579560906
322,2019,7,Nevada,3104614,July 2019,770965.5454545454,0.24832895343979813
371,2019,8,Nevada,3104614,August 2019,810247.3636363636,0.26098167554367907
420,2019,9,Nevada,3104614,September 2019,673406.6363636364,0.2169051084494357
469,2019,10,Nevada,3104614,October 2019,583846.8181818182,0.18805778051049768
518,2019,11,Nevada,3104614,November 2019,541171.5454545454,0.1743120225105425
567,2019,12,Nevada,3104614,December 2019,561202.2727272727,0.18076394447982028
616,2020,1,Nevada,3104614,January 2020,561106.7272727273,0.18073316917102328
665,2020,2,Nevada,3104614,February 2020,527841.6363636364,0.17001844234537253
714,2020,3,Nevada,3104614,March 2020,570546.9090909091,0.1837738633823429
763,2020,4,Nevada,3104614,April 2020,532878.7272727273,0.17164089554215992
812,2020,5,Nevada,3104614,May 2020,572853.5454545454,0.18451683380109263
861,2020,6,Nevada,3104614,June 2020,658225.9090909091,0.21201537746428673
910,2020,7,Nevada,3104614,July 2020,763045.3636363636,0.24577785310391684
959,2020,8,Nevada,3104614,August 2020,802489.0909090909,0.25848272632574965
1008,2020,9,Nevada,3104614,September 2020,706675.4545454546,0.2276210358342308
1057,2020,10,Nevada,3104614,October 2020,634361.3636363636,0.20432857792832335
1106,2020,11,Nevada,3104614,November 2020,474151.0909090909,0.15272465140886787
1155,2020,12,Nevada,3104614,December 2020,545777.8181818182,0.17579570863940516
1204,2021,1,Nevada,3104614,January 2021,552449.0909090909,0.17794453381614944
1253,2021,2,Nevada,3104614,February 2021,494216.1818181818,0.15918764194781762
1302,2021,3,Nevada,3104614,March 2021,553852.3636363636,0.17839652969301936
1351,2021,4,Nevada,3104614,April 2021,580716.4545454546,0.18704948652085399
1400,2021,5,Nevada,3104614,May 2021,598193.0,0.19267870337504114
1449,2021,6,Nevada,3104614,June 2021,780124.3636363636,0.251279020076687
1498,2021,7,Nevada,3104614,July 2021,850811.8181818182,0.2740475364028566
1547,2021,8,Nevada,3104614,August 2021,818145.8181818182,0.26352577749820694
1596,2021,9,Nevada,3104614,September 2021,715433.0909090909,0.23044188131248874
15,2019,1,Iowa,3190369,January 2019,1044865.1818181818,0.3275060602137815
64,2019,2,Iowa,3190369,February 2019,934362.1818181818,0.29286962787633086
113,2019,3,Iowa,3190369,March 2019,1016277.0,0.31854528426022194
162,2019,4,Iowa,3190369,April 2019,835916.7272727273,0.26201255317887284
211,2019,5,Iowa,3190369,May 2019,814021.0,0.25514948270873994
260,2019,6,Iowa,3190369,June 2019,898321.4545454546,0.28157290098589055
309,2019,7,Iowa,3190369,July 2019,1065005.8181818181,0.33381900908071077
358,2019,8,Iowa,3190369,August 2019,912552.7272727273,0.28603359902027864
407,2019,9,Iowa,3190369,September 2019,930960.5454545454,0.2918034075226237
456,2019,10,Iowa,3190369,October 2019,820080.2727272727,0.257048721551417
505,2019,11,Iowa,3190369,November 2019,978668.3636363636,0.30675710666583195
554,2019,12,Iowa,3190369,December 2019,962340.5454545454,0.30163926036597816
603,2020,1,Iowa,3190369,January 2020,925162.9090909091,0.2899861768625852
652,2020,2,Iowa,3190369,February 2020,987322.0909090909,0.3094695600756812
701,2020,3,Iowa,3190369,March 2020,791531.2727272727,0.2481002268788572
750,2020,4,Iowa,3190369,April 2020,813512.5454545454,0.25499011100425856
799,2020,5,Iowa,3190369,May 2020,781802.8181818182,0.24505090733448645
848,2020,6,Iowa,3190369,June 2020,966101.3636363636,0.30281806387799143
897,2020,7,Iowa,3190369,July 2020,1020270.5454545454,0.31979703459209435
946,2020,8,Iowa,3190369,August 2020,987180.1818181818,0.309425079612478
995,2020,9,Iowa,3190369,September 2020,859599.1818181818,0.2694356614605338
1044,2020,10,Iowa,3190369,October 2020,865150.5454545454,0.27117569956783855
1093,2020,11,Iowa,3190369,November 2020,884697.6363636364,0.27730260554927544
1142,2020,12,Iowa,3190369,December 2020,1056770.8,0.33123779725793473
1191,2021,1,Iowa,3190369,January 2021,1103698.6,0.3459470048762385
1240,2021,2,Iowa,3190369,February 2021,1020305.4,0.3198079595181623
1289,2021,3,Iowa,3190369,March 2021,1077815.8,0.3378342129076605
1338,2021,4,Iowa,3190369,April 2021,1037198.3,0.32510292696550147
1387,2021,5,Iowa,3190369,May 2021,1007548.8,0.31580948786801777
1436,2021,6,Iowa,3190369,June 2021,1146398.7,0.3593310679736419
1485,2021,7,Iowa,3190369,July 2021,1144213.2,0.3586460374959762
1534,2021,8,Iowa,3190369,August 2021,1179936.2,0.3698431748803978
1583,2021,9,Iowa,3190369,September 2021,1146277.6,0.3592931099819488
43,2019,1,Utah,3271616,January 2019,678579.1818181818,0.20741406748780472
92,2019,2,Utah,3271616,February 2019,636719.3636363636,0.19461922292725176
141,2019,3,Utah,3271616,March 2019,579087.2727272727,0.17700343583332295
190,2019,4,Utah,3271616,April 2019,409813.9090909091,0.12526345056721483
239,2019,5,Utah,3271616,May 2019,501488.54545454547,0.1532846597689171
288,2019,6,Utah,3271616,June 2019,531654.0909090909,0.1625050406004528
337,2019,7,Utah,3271616,July 2019,670609.6363636364,0.20497810145311562
386,2019,8,Utah,3271616,August 2019,689140.0909090909,0.21064210803134933
435,2019,9,Utah,3271616,September 2019,591770.5454545454,0.18088019665344143
484,2019,10,Utah,3271616,October 2019,557206.2727272727,0.1703153037297998
533,2019,11,Utah,3271616,November 2019,593246.5454545454,0.18133134984501403
582,2019,12,Utah,3271616,December 2019,672872.5454545454,0.20566978076111175
631,2020,1,Utah,3271616,January 2020,578101.7272727273,0.17670219465631887
680,2020,2,Utah,3271616,February 2020,504165.63636363635,0.1541029376197073
729,2020,3,Utah,3271616,March 2020,456533.63636363635,0.1395437717518304
778,2020,4,Utah,3271616,April 2020,378207.2727272727,0.11560258683392938
827,2020,5,Utah,3271616,May 2020,440694.0,0.1347022388935621
876,2020,6,Utah,3271616,June 2020,512088.36363636365,0.15652459323966006
925,2020,7,Utah,3271616,July 2020,614358.7272727273,0.18778448548751667
974,2020,8,Utah,3271616,August 2020,740557.0,0.2263581667286136
1023,2020,9,Utah,3271616,September 2020,670418.0,0.20491952600794225
1072,2020,10,Utah,3271616,October 2020,636108.0909090909,0.19443238170649946
1121,2020,11,Utah,3271616,November 2020,580336.6363636364,0.17738531550268624
1170,2020,12,Utah,3271616,December 2020,631578.0909090909,0.1930477448787055
1219,2021,1,Utah,3271616,January 2021,576019.7272727273,0.17606581190235263
1268,2021,2,Utah,3271616,February 2021,592113.9090909091,0.1809851489572459
1317,2021,3,Utah,3271616,March 2021,570978.8181818182,0.1745250109370471
1366,2021,4,Utah,3271616,April 2021,489317.2727272727,0.14956439653286716
1415,2021,5,Utah,3271616,May 2021,590323.3636363636,0.1804378520084153
1464,2021,6,Utah,3271616,June 2021,747455.3636363636,0.22846671603157695
1513,2021,7,Utah,3271616,July 2021,827447.7272727273,0.2529171294163885
1562,2021,8,Utah,3271616,August 2021,799564.1818181818,0.2443942632075958
1611,2021,9,Utah,3271616,September 2021,731705.1818181818,0.2236525257909797
6,2019,1,Connecticut,3605944,January 2019,573335.75,0.15899740816829103
55,2019,2,Connecticut,3605944,February 2019,510188.3333333333,0.14148537340938552
104,2019,3,Connecticut,3605944,March 2019,541046.4166666666,0.15004293374125238
153,2019,4,Connecticut,3605944,April 2019,429705.1666666667,0.11916579033580851
202,2019,5,Connecticut,3605944,May 2019,466046.6666666667,0.12924401118449613
251,2019,6,Connecticut,3605944,June 2019,567838.1666666666,0.15747281895300277
300,2019,7,Connecticut,3605944,July 2019,685933.6666666666,0.19022305023779254
349,2019,8,Connecticut,3605944,August 2019,642018.4166666666,0.17804447785841007
398,2019,9,Connecticut,3605944,September 2019,554764.0833333334,0.15384711557731717
447,2019,10,Connecticut,3605944,October 2019,515711.4166666667,0.14301703428191528
496,2019,11,Connecticut,3605944,November 2019,572163.0833333334,0.15867220437514654
545,2019,12,Connecticut,3605944,December 2019,616254.9166666666,0.17089974682542675
594,2020,1,Connecticut,3605944,January 2020,626772.75,0.1738165512276397
643,2020,2,Connecticut,3605944,February 2020,586038.75,0.1625202027541193
692,2020,3,Connecticut,3605944,March 2020,577291.6666666666,0.16009446255035203
741,2020,4,Connecticut,3605944,April 2020,488745.9166666667,0.13553896473896063
790,2020,5,Connecticut,3605944,May 2020,443104.75,0.12288176133628254
839,2020,6,Connecticut,3605944,June 2020,617727.75,0.17130819280610016
888,2020,7,Connecticut,3605944,July 2020,717937.5,0.1990983498357157
937,2020,8,Connecticut,3605944,August 2020,661251.75,0.18337826377780686
986,2020,9,Connecticut,3605944,September 2020,599856.3333333334,0.16635209346937538
1035,2020,10,Connecticut,3605944,October 2020,409974.5,0.11369408399021172
1084,2020,11,Connecticut,3605944,November 2020,516196.6666666667,0.1431516037594224
1133,2020,12,Connecticut,3605944,December 2020,620196.8333333334,0.17199291872900227
1182,2021,1,Connecticut,3605944,January 2021,608819.5,0.1688377578797674
1231,2021,2,Connecticut,3605944,February 2021,584301.1666666666,0.16203833633208575
1280,2021,3,Connecticut,3605944,March 2021,621960.3333333334,0.17248197235823223
1329,2021,4,Connecticut,3605944,April 2021,535509.8333333334,0.14850752905018308
1378,2021,5,Connecticut,3605944,May 2021,579933.25,0.16082702615459363
1427,2021,6,Connecticut,3605944,June 2021,620512.9166666666,0.17208057492480933
1476,2021,7,Connecticut,3605944,July 2021,675092.8333333334,0.1872166715105208
1525,2021,8,Connecticut,3605944,August 2021,708840.1666666666,0.1965754783398374
1574,2021,9,Connecticut,3605944,September 2021,620244.4166666666,0.17200611453385484
35,2019,1,Oklahoma,3959353,January 2019,1309316.5454545454,0.3306895205995892
84,2019,2,Oklahoma,3959353,February 2019,1151696.4545454546,0.2908799631014094
133,2019,3,Oklahoma,3959353,March 2019,1146886.4545454546,0.28966511815073187
182,2019,4,Oklahoma,3959353,April 2019,1147235.2727272727,0.2897532179442633
231,2019,5,Oklahoma,3959353,May 2019,1130439.7272727273,0.2855112255140492
280,2019,6,Oklahoma,3959353,June 2019,1334521.6363636365,0.3370554826416428
329,2019,7,Oklahoma,3959353,July 2019,1619168.9090909092,0.40894785311916093
378,2019,8,Oklahoma,3959353,August 2019,1621126.5454545454,0.40944228651866743
427,2019,9,Oklahoma,3959353,September 2019,1480506.2727272727,0.37392631390211295
476,2019,10,Oklahoma,3959353,October 2019,1250755.9090909092,0.31589906459234857
525,2019,11,Oklahoma,3959353,November 2019,1051603.7272727273,0.26559989151579244
574,2019,12,Oklahoma,3959353,December 2019,1250652.0909090908,0.31587284359568113
623,2020,1,Oklahoma,3959353,January 2020,1300031.5454545454,0.3283444404817013
672,2020,2,Oklahoma,3959353,February 2020,1216753.7272727273,0.30731125193250697
721,2020,3,Oklahoma,3959353,March 2020,1141998.1818181819,0.28843050412988736
770,2020,4,Oklahoma,3959353,April 2020,1092543.2727272727,0.2759398499520686
819,2020,5,Oklahoma,3959353,May 2020,1159087.1818181819,0.2927466133527831
868,2020,6,Oklahoma,3959353,June 2020,1483130.4545454546,0.3745890943660377
917,2020,7,Oklahoma,3959353,July 2020,1642215.0909090908,0.41476854700985005
966,2020,8,Oklahoma,3959353,August 2020,1468487.8181818181,0.37089085468808114
1015,2020,9,Oklahoma,3959353,September 2020,1192674.1818181819,0.3012295649865475
1064,2020,10,Oklahoma,3959353,October 2020,1087655.0,0.2747052359312241
1113,2020,11,Oklahoma,3959353,November 2020,950973.3636363636,0.24018403098596253
1162,2020,12,Oklahoma,3959353,December 2020,1227692.6363636365,0.3100740541102641
1211,2021,1,Oklahoma,3959353,January 2021,1271635.0909090908,0.3211724468389383
1260,2021,2,Oklahoma,3959353,February 2021,1121112.9090909092,0.2831555835235982
1309,2021,3,Oklahoma,3959353,March 2021,1155058.9090909092,0.29172920653725726
1358,2021,4,Oklahoma,3959353,April 2021,1078682.8181818181,0.2724391632122264
1407,2021,5,Oklahoma,3959353,May 2021,1092806.0,0.2760062060644757
1456,2021,6,Oklahoma,3959353,June 2021,1272638.4545454546,0.32142586289867425
1505,2021,7,Oklahoma,3959353,July 2021,1389673.0909090908,0.350984893468476
1554,2021,8,Oklahoma,3959353,August 2021,1592954.5454545454,0.4023269825788571
1603,2021,9,Oklahoma,3959353,September 2021,1311708.7272727273,0.3312937056313815
36,2019,1,Oregon,4237256,January 2019,1015826.0,0.23973675416354356
85,2019,2,Oregon,4237256,February 2019,928048.5454545454,0.21902111778342997
134,2019,3,Oregon,4237256,March 2019,1026481.3636363636,0.2422514390530956
183,2019,4,Oregon,4237256,April 2019,928991.6363636364,0.219243688925955
232,2019,5,Oregon,4237256,May 2019,835853.5454545454,0.19726293276935483
281,2019,6,Oregon,4237256,June 2019,925067.4545454546,0.21831757499321602
330,2019,7,Oregon,4237256,July 2019,995660.4545454546,0.2349776493432199
379,2019,8,Oregon,4237256,August 2019,995088.2727272727,0.23484261341001647
428,2019,9,Oregon,4237256,September 2019,922493.1818181818,0.2177100420220496
477,2019,10,Oregon,4237256,October 2019,849551.1818181818,0.20049559946771725
526,2019,11,Oregon,4237256,November 2019,898234.4545454546,0.21198493896650442
575,2019,12,Oregon,4237256,December 2019,998409.7272727273,0.23562648262760788
624,2020,1,Oregon,4237256,January 2020,1099068.5454545454,0.2593821438814519
673,2020,2,Oregon,4237256,February 2020,1119103.0,0.26411031101259874
722,2020,3,Oregon,4237256,March 2020,1080459.4545454546,0.25499036511965634
