state,1,2,3,4,5,6,7,8,9,10
North Carolina,-43.471250000000005,-41.189508928571435,-34.392624999999995,-29.66975,-25.28350806451613,-19.00975,-15.510282258064517,-0.8054838709677418,-2.9694583333333338,-2.8940384615384604
Ohio,-47.407177419354845,-45.24505952380952,-37.744527777777776,-34.71919444444445,-32.792284946236556,-22.616972222222223,-21.908086253369273,-12.2547311827957,-8.721536312849164,-7.064102564102564
Oklahoma,-30.176989247311827,-32.43011904761905,-13.327444444444446,-12.647333333333334,-6.622258064516129,3.1844943820224714,1.6777419354838716,-0.8953260869565213,-3.911666666666666,-5.763589743589744
Oregon,-58.169170506912444,-52.214744897959186,-48.968047619047624,-39.29604761904762,-36.99119815668203,-27.797285714285717,-19.820000000000004,-22.8189400921659,-7.7523333333333335,4.407472527472528
Pennsylvania,-54.036568914956014,-48.3648051948052,-41.89327272727273,-35.98866666666667,-34.3625513196481,-24.570212121212123,-19.579178885630498,-4.982844574780059,7.593454545454546,3.5206993006993006
Rhode Island,-46.210967741935484,-42.35047619047619,-30.503333333333334,-25.000333333333337,-17.140860215053763,-0.059111111111111114,2.276129032258064,3.6159139784946235,38.14022222222223,37.02153846153846
South Carolina,-17.865806451612904,-17.209285714285716,-1.6383333333333332,12.726,13.739032258064517,31.18666666666667,37.72548387096774,27.338064516129034,8.695333333333334,11.350000000000001
Tennessee,-44.45870967741936,-44.09992857142857,-31.014666666666667,-26.87506666666667,-19.683870967741935,-11.032866666666667,-6.160774193548387,-11.30541935483871,-10.172866666666668,-4.728769230769232
Texas,-43.37929435483871,-45.110245535714284,-33.791375,-31.860041666666667,-28.080767676767675,-19.690229166666665,-18.47076612903226,-14.194354838709677,-10.154145833333333,-4.818502415458937
Total,-54.436129032258066,-49.86892857142857,-41.42066666666666,-33.264,-24.790967741935482,-7.297333333333333,-0.06000000000000055,4.064193548387096,16.337333333333333,16.180769230769233
Utah,-44.19556451612903,-41.739285714285714,-36.39791666666667,-33.23283333333333,-27.607177419354837,-16.326416666666667,-15.91717741935484,5.021774193548388,15.913916666666667,4.341730769230769
Virginia,-51.89268817204301,-50.208690476190476,-42.781703703703705,-36.409,-30.20136200716846,-18.699666666666666,-11.305143884892086,-8.494695340501792,-3.80062962962963,-2.1415384615384614
Washington,-62.63258064516128,-57.63035714285714,-52.6194,-46.96013333333334,-43.13022580645161,-33.5258,-25.48635483870968,-26.192161290322584,-14.3361,-3.647461538461539
Washington DC,-63.37451612903225,-61.534285714285716,-52.424,-42.85033333333333,-33.42967741935484,-15.3,-2.9696774193548388,-0.8503225806451613,7.249333333333334,15.082307692307692
Wisconsin,-42.776645161290325,-19.621499999999997,-19.179399999999998,-15.788800000000002,-23.94916129032258,-14.878933333333334,-11.870709677419356,11.576129032258066,156.7812,129.9926153846154
