,YEAR,MONTH,STATE,energy,energy_2019,change,month_year,state,state_name,population
594,2020,12,NY,10707069,11529182,-0.07130714043719667,Dec 2020,New York,New York,-20201249.0
598,2020,12,PA,21655162,20105179,0.0770937179917672,Dec 2020,Pennsylvania,Pennsylvania,-13002700.0
574,2020,12,IL,15990656,15614996,0.02405764305030882,Dec 2020,Illinois,Illinois,-12812508.0
595,2020,12,OH,11963846,10657189,0.12260803482043905,Dec 2020,Ohio,Ohio,-11799448.0
570,2020,12,GA,11332597,10510404,0.07822658386870762,Dec 2020,Georgia,Georgia,-10711908.0
587,2020,12,NC,11436814,10548323,0.08423054546206066,Dec 2020,North Carolina,North Carolina,-10439388.0
582,2020,12,MI,10544864,10206433,0.033158597131828525,Dec 2020,Michigan,Michigan,-10077331.0
591,2020,12,NJ,4035507,6192768,-0.34835165793389966,Dec 2020,New Jersey,New Jersey,-9288994.0
606,2020,12,VA,8847200,8672090,0.020192364239762273,Dec 2020,Virginia,Virginia,-8631393.0
608,2020,12,WA,9998511,9217475,0.084734268332705,Dec 2020,Washington,Washington,-7705281.0
564,2020,12,AZ,8814202,8991118,-0.01967675210135158,Dec 2020,Arizona,Arizona,-7151502.0
579,2020,12,MA,1566153,1727387,-0.0933398248336939,Dec 2020,Massachusetts,Massachusetts,-7029917.0
602,2020,12,TN,7131267,6574327,0.08471437456640049,Dec 2020,Tennessee,Tennessee,-6910840.0
575,2020,12,IN,8490538,8056746,0.053842084633175726,Dec 2020,Indiana,Indiana,-6785528.0
580,2020,12,MD,2828163,2940639,-0.03824882959111948,Dec 2020,Maryland,Maryland,-6177224.0
584,2020,12,MO,6614291,6428395,0.02891794919260562,Dec 2020,Missouri,Missouri,-6154913.0
609,2020,12,WI,5076764,5428333,-0.06476555509766994,Dec 2020,Wisconsin,Wisconsin,-5893718.0
566,2020,12,CO,4834851,5003555,-0.03371682733576427,Dec 2020,Colorado,Colorado,-5773714.0
583,2020,12,MN,5363001,5200820,0.031183736410796758,Dec 2020,Minnesota,Minnesota,-5706494.0
600,2020,12,SC,8617195,8254064,0.0439942069748914,Dec 2020,South Carolina,South Carolina,-5118425.0
562,2020,12,AL,12174000,11476140,0.06080964505487037,Dec 2020,Alabama,Alabama,-5024279.0
578,2020,12,LA,8486556,7434367,0.14153040870863653,Dec 2020,Louisiana,Louisiana,-4657757.0
577,2020,12,KY,6166054,5759766,0.07053897675704186,Dec 2020,Kentucky,Kentucky,-4505836.0
597,2020,12,OR,5180307,5491253,-0.0566256918047666,Dec 2020,Oregon,Oregon,-4237256.0
596,2020,12,OK,6752309,6878586,-0.018357988109765584,Dec 2020,Oklahoma,Oklahoma,-3959353.0
567,2020,12,CT,3721181,3697530,0.006396432212855609,Dec 2020,Connecticut,Connecticut,-3605944.0
605,2020,12,UT,3473680,3700798,-0.06137000722546867,Dec 2020,Utah,Utah,-3271616.0
572,2020,12,IA,5283853,5292872,-0.0017039898187600228,Dec 2020,Iowa,Iowa,-3190369.0
593,2020,12,NV,3001777,3086612,-0.027484828025031976,Dec 2020,Nevada,Nevada,-3104614.0
563,2020,12,AR,4438047,5018841,-0.11572273359526632,Dec 2020,Arkansas,Arkansas,-3011524.0
585,2020,12,MS,5696622,4928362,0.1558854645823501,Dec 2020,Mississippi,Mississippi,-2961279.0
576,2020,12,KS,4881522,4468572,0.0924120725815764,Dec 2020,Kansas,Kansas,-2937880.0
592,2020,12,NM,2832444,2954195,-0.041212919255499386,Dec 2020,New Mexico,New Mexico,-2117522.0
589,2020,12,NE,3331275,3451579,-0.03485477226509954,Dec 2020,Nebraska,Nebraska,-1961504.0
573,2020,12,ID,1475720,1396284,0.056891004981794537,Dec 2020,Idaho,Idaho,-1839106.0
610,2020,12,WV,5293473,4716625,0.12230100972623432,Dec 2020,West Virginia,West Virginia,-1793716.0
571,2020,12,HI,781809,827875,-0.0556436660123811,Dec 2020,Hawaii,Hawaii,-1455271.0
590,2020,12,NH,1383626,1575961,-0.12204299471877794,Dec 2020,New Hampshire,New Hampshire,-1377529.0
581,2020,12,ME,979354,1007810,-0.02823548089421617,Dec 2020,Maine,Maine,-1362359.0
599,2020,12,RI,586729,441534,0.32884217296969204,Dec 2020,Rhode Island,Rhode Island,-1097379.0
586,2020,12,MT,2187129,2123637,0.029897765013512195,Dec 2020,Montana,Montana,-1084225.0
568,2020,12,DE,251332,212260,0.18407613304437953,Dec 2020,Delaware,Delaware,-989948.0
601,2020,12,SD,1266810,1205992,0.05042985359770214,Dec 2020,South Dakota,South Dakota,-886667.0
588,2020,12,ND,3757540,3964273,-0.05214903211761652,Dec 2020,North Dakota,North Dakota,-779094.0
561,2020,12,AK,612453,534620,0.14558564962029105,Dec 2020,Alaska,Alaska,-733391.0
607,2020,12,VT,203596,224307,-0.0923332753770502,Dec 2020,Vermont,Vermont,-643077.0
611,2020,12,WY,4233564,3900455,0.08540260046584308,Dec 2020,Wyoming,Wyoming,-576851.0
616,2021,1,CA,13498348,14124214,-0.04431156310715768,Jan 2021,California,California,-39538223.0
654,2021,1,TX,38564801,38718324,-0.003965125143330067,Jan 2021,Texas,Texas,-29145505.0
620,2021,1,FL,18104703,18388924,-0.015456097376877516,Jan 2021,Florida,Florida,-21538187.0
645,2021,1,NY,10860220,11615895,-0.06505525402906966,Jan 2021,New York,New York,-20201249.0
649,2021,1,PA,22388922,21069354,0.06262973226421654,Jan 2021,Pennsylvania,Pennsylvania,-13002700.0
625,2021,1,IL,16077180,17608524,-0.08696606257287663,Jan 2021,Illinois,Illinois,-12812508.0
646,2021,1,OH,10970805,11515081,-0.047266363128492105,Jan 2021,Ohio,Ohio,-11799448.0
621,2021,1,GA,10408692,10811646,-0.037270365677899556,Jan 2021,Georgia,Georgia,-10711908.0
638,2021,1,NC,11793834,11765585,0.00240098558635206,Jan 2021,North Carolina,North Carolina,-10439388.0
633,2021,1,MI,10486249,10553593,-0.0063811443173902955,Jan 2021,Michigan,Michigan,-10077331.0
642,2021,1,NJ,4593946,5926222,-0.2248103429132422,Jan 2021,New Jersey,New Jersey,-9288994.0
657,2021,1,VA,8081223,8903311,-0.0923350874747608,Jan 2021,Virginia,Virginia,-8631393.0
659,2021,1,WA,10851891,9441799,0.14934569143020307,Jan 2021,Washington,Washington,-7705281.0
615,2021,1,AZ,8689470,9034832,-0.03822561393504605,Jan 2021,Arizona,Arizona,-7151502.0
630,2021,1,MA,2025860,2292099,-0.11615510499328345,Jan 2021,Massachusetts,Massachusetts,-7029917.0
653,2021,1,TN,7261585,7191784,0.009705658568166119,Jan 2021,Tennessee,Tennessee,-6910840.0
626,2021,1,IN,8945035,10092672,-0.11370992736115867,Jan 2021,Indiana,Indiana,-6785528.0
631,2021,1,MD,3254993,3555003,-0.08439092737755777,Jan 2021,Maryland,Maryland,-6177224.0
635,2021,1,MO,6849312,8012122,-0.1451313397374628,Jan 2021,Missouri,Missouri,-6154913.0
660,2021,1,WI,5889749,5913641,-0.004040150560373888,Jan 2021,Wisconsin,Wisconsin,-5893718.0
617,2021,1,CO,4848930,5052923,-0.040371286085301515,Jan 2021,Colorado,Colorado,-5773714.0
634,2021,1,MN,4887657,5367348,-0.08937206978194819,Jan 2021,Minnesota,Minnesota,-5706494.0
651,2021,1,SC,8991631,9047901,-0.006219121981993393,Jan 2021,South Carolina,South Carolina,-5118425.0
613,2021,1,AL,12435306,12465965,-0.002459416499244142,Jan 2021,Alabama,Alabama,-5024279.0
629,2021,1,LA,7870720,7816799,0.006898092173023766,Jan 2021,Louisiana,Louisiana,-4657757.0
628,2021,1,KY,6389235,7139115,-0.10503822952844996,Jan 2021,Kentucky,Kentucky,-4505836.0
648,2021,1,OR,5882514,5587043,0.052885041335819324,Jan 2021,Oregon,Oregon,-4237256.0
647,2021,1,OK,6993993,7201241,-0.028779483980608343,Jan 2021,Oklahoma,Oklahoma,-3959353.0
618,2021,1,CT,3652917,3440014,0.061890155098205994,Jan 2021,Connecticut,Connecticut,-3605944.0
656,2021,1,UT,3168109,3732186,-0.15113850167167445,Jan 2021,Utah,Utah,-3271616.0
623,2021,1,IA,5518493,5746758,-0.03972065641184125,Jan 2021,Iowa,Iowa,-3190369.0
644,2021,1,NV,3038470,3092459,-0.01745827511375252,Jan 2021,Nevada,Nevada,-3104614.0
614,2021,1,AR,5215542,6039707,-0.13645777849819535,Jan 2021,Arkansas,Arkansas,-3011524.0
636,2021,1,MS,6836222,5132777,0.33187590265464484,Jan 2021,Mississippi,Mississippi,-2961279.0
627,2021,1,KS,4708770,4377633,0.07564293306451227,Jan 2021,Kansas,Kansas,-2937880.0
643,2021,1,NM,3138140,2917357,0.07567911640570557,Jan 2021,New Mexico,New Mexico,-2117522.0
640,2021,1,NE,3145823,3330481,-0.055444844153141846,Jan 2021,Nebraska,Nebraska,-1961504.0
624,2021,1,ID,1596907,1545605,0.033192180408319075,Jan 2021,Idaho,Idaho,-1839106.0
661,2021,1,WV,6400955,6797577,-0.05834755531272393,Jan 2021,West Virginia,West Virginia,-1793716.0
622,2021,1,HI,757329,771148,-0.017920036102019327,Jan 2021,Hawaii,Hawaii,-1455271.0
641,2021,1,NH,1503467,1579463,-0.04811508721635138,Jan 2021,New Hampshire,New Hampshire,-1377529.0
632,2021,1,ME,953853,1115229,-0.14470211947501366,Jan 2021,Maine,Maine,-1362359.0
650,2021,1,RI,579372,429730,0.34822330300421195,Jan 2021,Rhode Island,Rhode Island,-1097379.0
637,2021,1,MT,2563159,2571145,-0.003106009190457948,Jan 2021,Montana,Montana,-1084225.0
619,2021,1,DE,113436,291837,-0.6113035701436076,Jan 2021,Delaware,Delaware,-989948.0
652,2021,1,SD,1500571,1404766,0.06819997067127194,Jan 2021,South Dakota,South Dakota,-886667.0
639,2021,1,ND,3862789,3944454,-0.020703752661331582,Jan 2021,North Dakota,North Dakota,-779094.0
612,2021,1,AK,516998,584720,-0.11581953755643727,Jan 2021,Alaska,Alaska,-733391.0
658,2021,1,VT,170915,240258,-0.2886189013477179,Jan 2021,Vermont,Vermont,-643077.0
662,2021,1,WY,3847232,4143632,-0.07153144873869108,Jan 2021,Wyoming,Wyoming,-576851.0
667,2021,2,CA,12299232,14225027,-0.13538076237043345,Feb 2021,California,California,-39538223.0
705,2021,2,TX,35077387,33959651,0.03291364802306125,Feb 2021,Texas,Texas,-29145505.0
671,2021,2,FL,17402088,16408917,0.060526297987856234,Feb 2021,Florida,Florida,-21538187.0
696,2021,2,NY,9633384,10226836,-0.058028895740579005,Feb 2021,New York,New York,-20201249.0
700,2021,2,PA,21055401,18245440,0.1540089468930319,Feb 2021,Pennsylvania,Pennsylvania,-13002700.0
676,2021,2,IL,14941059,14813102,0.00863809619349141,Feb 2021,Illinois,Illinois,-12812508.0
697,2021,2,OH,10262253,10193198,0.006774615778090448,Feb 2021,Ohio,Ohio,-11799448.0
672,2021,2,GA,10224997,8375317,0.22084895413510916,Feb 2021,Georgia,Georgia,-10711908.0
689,2021,2,NC,10857384,9177524,0.1830406545381957,Feb 2021,North Carolina,North Carolina,-10439388.0
684,2021,2,MI,10146096,9700616,0.04592285685775006,Feb 2021,Michigan,Michigan,-10077331.0
693,2021,2,NJ,4541781,5563634,-0.18366646691712646,Feb 2021,New Jersey,New Jersey,-9288994.0
708,2021,2,VA,7921935,8233187,-0.03780455855065602,Feb 2021,Virginia,Virginia,-8631393.0
710,2021,2,WA,9398968,7970276,0.17925251271097764,Feb 2021,Washington,Washington,-7705281.0
666,2021,2,AZ,6918828,8420858,-0.1783701850809027,Feb 2021,Arizona,Arizona,-7151502.0
681,2021,2,MA,1819769,2046281,-0.11069447451254251,Feb 2021,Massachusetts,Massachusetts,-7029917.0
704,2021,2,TN,7261617,6014747,0.20730215252611622,Feb 2021,Tennessee,Tennessee,-6910840.0
677,2021,2,IN,9675656,8394551,0.15261149762506654,Feb 2021,Indiana,Indiana,-6785528.0
682,2021,2,MD,3377237,2833274,0.19199096169308016,Feb 2021,Maryland,Maryland,-6177224.0
686,2021,2,MO,6612447,6812738,-0.029399486667474956,Feb 2021,Missouri,Missouri,-6154913.0
711,2021,2,WI,5622276,5327540,0.05532309471163051,Feb 2021,Wisconsin,Wisconsin,-5893718.0
668,2021,2,CO,4568769,4594604,-0.005622900254298303,Feb 2021,Colorado,Colorado,-5773714.0
685,2021,2,MN,5273684,4755372,0.10899504812662396,Feb 2021,Minnesota,Minnesota,-5706494.0
702,2021,2,SC,8403360,7689413,0.09284804964956363,Feb 2021,South Carolina,South Carolina,-5118425.0
664,2021,2,AL,11248300,10836300,0.03802035750209942,Feb 2021,Alabama,Alabama,-5024279.0
680,2021,2,LA,7506651,6727430,0.11582744079091124,Feb 2021,Louisiana,Louisiana,-4657757.0
679,2021,2,KY,6421762,5573242,0.15224890647131417,Feb 2021,Kentucky,Kentucky,-4505836.0
699,2021,2,OR,5507190,5104267,0.07893846462185462,Feb 2021,Oregon,Oregon,-4237256.0
698,2021,2,OK,6166121,6334330,-0.02655513684951684,Feb 2021,Oklahoma,Oklahoma,-3959353.0
669,2021,2,CT,3505807,3061130,0.14526563719933488,Feb 2021,Connecticut,Connecticut,-3605944.0
707,2021,2,UT,3256626,3501957,-0.07005540045180451,Feb 2021,Utah,Utah,-3271616.0
674,2021,2,IA,5101527,5138992,-0.007290340206795419,Feb 2021,Iowa,Iowa,-3190369.0
695,2021,2,NV,2718189,2945577,-0.07719642025993549,Feb 2021,Nevada,Nevada,-3104614.0
665,2021,2,AR,4551904,5525769,-0.17624062822749195,Feb 2021,Arkansas,Arkansas,-3011524.0
687,2021,2,MS,5672964,4362962,0.30025519360471165,Feb 2021,Mississippi,Mississippi,-2961279.0
678,2021,2,KS,4365264,4436663,-0.01609295094083098,Feb 2021,Kansas,Kansas,-2937880.0
694,2021,2,NM,2389561,3018797,-0.20843932202132173,Feb 2021,New Mexico,New Mexico,-2117522.0
691,2021,2,NE,2999291,2988688,0.0035477105673124795,Feb 2021,Nebraska,Nebraska,-1961504.0
675,2021,2,ID,1462667,1534513,-0.04682006604049624,Feb 2021,Idaho,Idaho,-1839106.0
712,2021,2,WV,6656034,4832714,0.3772869654608156,Feb 2021,West Virginia,West Virginia,-1793716.0
673,2021,2,HI,656298,664434,-0.012245008533578955,Feb 2021,Hawaii,Hawaii,-1455271.0
692,2021,2,NH,1544481,1265975,0.21999328580738167,Feb 2021,New Hampshire,New Hampshire,-1377529.0
683,2021,2,ME,918539,1041232,-0.11783444995927901,Feb 2021,Maine,Maine,-1362359.0
701,2021,2,RI,505228,359839,0.4040390285655529,Feb 2021,Rhode Island,Rhode Island,-1097379.0
688,2021,2,MT,2067387,2389591,-0.1348364636458708,Feb 2021,Montana,Montana,-1084225.0
670,2021,2,DE,222100,312563,-0.2894232522723419,Feb 2021,Delaware,Delaware,-989948.0
703,2021,2,SD,1406157,1057615,0.32955470563484823,Feb 2021,South Dakota,South Dakota,-886667.0
690,2021,2,ND,3555990,3255862,0.09218081110317329,Feb 2021,North Dakota,North Dakota,-779094.0
663,2021,2,AK,483803,526677,-0.08140473193247474,Feb 2021,Alaska,Alaska,-733391.0
709,2021,2,VT,163750,225472,-0.27374574226511494,Feb 2021,Vermont,Vermont,-643077.0
713,2021,2,WY,3458268,3933853,-0.12089546813264247,Feb 2021,Wyoming,Wyoming,-576851.0
718,2021,3,CA,14280666,16547329,-0.13698059668723575,Mar 2021,California,California,-39538223.0
756,2021,3,TX,33947833,35387841,-0.04069216881583706,Mar 2021,Texas,Texas,-29145505.0
722,2021,3,FL,18389717,17791536,0.033621661446206784,Mar 2021,Florida,Florida,-21538187.0
747,2021,3,NY,9961194,9548942,0.0431725315747022,Mar 2021,New York,New York,-20201249.0
751,2021,3,PA,19302265,19103748,0.010391521077434648,Mar 2021,Pennsylvania,Pennsylvania,-13002700.0
727,2021,3,IL,13355133,15658075,-0.14707695550059635,Mar 2021,Illinois,Illinois,-12812508.0
748,2021,3,OH,10058672,10513217,-0.04323557670311571,Mar 2021,Ohio,Ohio,-11799448.0
723,2021,3,GA,8640542,8220918,0.05104344794583768,Mar 2021,Georgia,Georgia,-10711908.0
740,2021,3,NC,9662370,9761556,-0.010160880089198894,Mar 2021,North Carolina,North Carolina,-10439388.0
735,2021,3,MI,9497468,9577433,-0.008349314477062905,Mar 2021,Michigan,Michigan,-10077331.0
744,2021,3,NJ,4504115,5442446,-0.1724097951546051,Mar 2021,New Jersey,New Jersey,-9288994.0
759,2021,3,VA,7927755,7581236,0.04570745456281799,Mar 2021,Virginia,Virginia,-8631393.0
761,2021,3,WA,8795634,8222490,0.06970443259888429,Mar 2021,Washington,Washington,-7705281.0
717,2021,3,AZ,7981553,8711561,-0.0837976110136863,Mar 2021,Arizona,Arizona,-7151502.0
732,2021,3,MA,1343067,2101661,-0.36094974403578883,Mar 2021,Massachusetts,Massachusetts,-7029917.0
755,2021,3,TN,6884608,7392318,-0.06868075751070232,Mar 2021,Tennessee,Tennessee,-6910840.0
728,2021,3,IN,6922317,9147486,-0.24325470407935032,Mar 2021,Indiana,Indiana,-6785528.0
733,2021,3,MD,2800864,3479140,-0.19495507510476728,Mar 2021,Maryland,Maryland,-6177224.0
737,2021,3,MO,5377164,6574261,-0.1820884507019116,Mar 2021,Missouri,Missouri,-6154913.0
762,2021,3,WI,5399050,5157387,0.04685764322126689,Mar 2021,Wisconsin,Wisconsin,-5893718.0
719,2021,3,CO,4669488,4552975,0.025590520483859455,Mar 2021,Colorado,Colorado,-5773714.0
736,2021,3,MN,4442178,4768768,-0.0684851936600816,Mar 2021,Minnesota,Minnesota,-5706494.0
753,2021,3,SC,7791177,7893725,-0.012991078356542696,Mar 2021,South Carolina,South Carolina,-5118425.0
715,2021,3,AL,10461061,11109092,-0.05833339034369325,Mar 2021,Alabama,Alabama,-5024279.0
731,2021,3,LA,6718220,7200758,-0.06701211178045423,Mar 2021,Louisiana,Louisiana,-4657757.0
730,2021,3,KY,5129911,5936450,-0.13586217352121216,Mar 2021,Kentucky,Kentucky,-4505836.0
750,2021,3,OR,5382796,5645647,-0.0465581712778004,Mar 2021,Oregon,Oregon,-4237256.0
749,2021,3,OK,6352824,6307875,0.007125854586528744,Mar 2021,Oklahoma,Oklahoma,-3959353.0
720,2021,3,CT,3731762,3246279,0.1495506085582909,Mar 2021,Connecticut,Connecticut,-3605944.0
758,2021,3,UT,3140383,3184980,-0.014002285728638798,Mar 2021,Utah,Utah,-3271616.0
725,2021,3,IA,5389079,5589524,-0.03586083537703747,Mar 2021,Iowa,Iowa,-3190369.0
746,2021,3,NV,3046188,2959365,0.029338388471851225,Mar 2021,Nevada,Nevada,-3104614.0
716,2021,3,AR,4563073,5121214,-0.10898607244297934,Mar 2021,Arkansas,Arkansas,-3011524.0
738,2021,3,MS,4585279,4971584,-0.07770259941298387,Mar 2021,Mississippi,Mississippi,-2961279.0
729,2021,3,KS,4965927,4147479,0.19733626137709195,Mar 2021,Kansas,Kansas,-2937880.0
745,2021,3,NM,2667010,2186412,0.21981127070286843,Mar 2021,New Mexico,New Mexico,-2117522.0
742,2021,3,NE,2581518,3123398,-0.17349053818949747,Mar 2021,Nebraska,Nebraska,-1961504.0
726,2021,3,ID,1404005,1468030,-0.043612868946819885,Mar 2021,Idaho,Idaho,-1839106.0
763,2021,3,WV,4531105,4685030,-0.03285464554122385,Mar 2021,West Virginia,West Virginia,-1793716.0
724,2021,3,HI,736384,720796,0.021626091154778884,Mar 2021,Hawaii,Hawaii,-1455271.0
743,2021,3,NH,1367607,1496034,-0.08584497411155094,Mar 2021,New Hampshire,New Hampshire,-1377529.0
734,2021,3,ME,972782,1048142,-0.07189865495324106,Mar 2021,Maine,Maine,-1362359.0
752,2021,3,RI,601284,556951,0.07959946207116964,Mar 2021,Rhode Island,Rhode Island,-1097379.0
739,2021,3,MT,2153823,2580503,-0.165347608586388,Mar 2021,Montana,Montana,-1084225.0
721,2021,3,DE,221696,440166,-0.49633547343502227,Mar 2021,Delaware,Delaware,-989948.0
754,2021,3,SD,1494788,1534006,-0.02556574094234312,Mar 2021,South Dakota,South Dakota,-886667.0
741,2021,3,ND,3699339,3782011,-0.021859270107887047,Mar 2021,North Dakota,North Dakota,-779094.0
714,2021,3,AK,455814,539773,-0.15554501614567606,Mar 2021,Alaska,Alaska,-733391.0
760,2021,3,VT,228452,233565,-0.021891122385631408,Mar 2021,Vermont,Vermont,-643077.0
764,2021,3,WY,3616444,3602365,0.003908265819815593,Mar 2021,Wyoming,Wyoming,-576851.0
769,2021,4,CA,14763148,16204298,-0.08893628097928093,Apr 2021,California,California,-39538223.0
807,2021,4,TX,34954993,33427334,0.045700892568937744,Apr 2021,Texas,Texas,-29145505.0
773,2021,4,FL,18565102,18169391,0.021778990831338267,Apr 2021,Florida,Florida,-21538187.0
798,2021,4,NY,8902129,8966698,-0.007200978554201334,Apr 2021,New York,New York,-20201249.0
802,2021,4,PA,16300631,15378192,0.05998357934404773,Apr 2021,Pennsylvania,Pennsylvania,-13002700.0
778,2021,4,IL,13208234,14361425,-0.0802978116725882,Apr 2021,Illinois,Illinois,-12812508.0
799,2021,4,OH,8142754,8284379,-0.01709542743034813,Apr 2021,Ohio,Ohio,-11799448.0
774,2021,4,GA,9493630,10024010,-0.052910960783159634,Apr 2021,Georgia,Georgia,-10711908.0
791,2021,4,NC,9084959,8132911,0.11706116051190035,Apr 2021,North Carolina,North Carolina,-10439388.0
786,2021,4,MI,7997118,8580872,-0.06802968276417595,Apr 2021,Michigan,Michigan,-10077331.0
795,2021,4,NJ,4351801,5362036,-0.18840511328159676,Apr 2021,New Jersey,New Jersey,-9288994.0
810,2021,4,VA,6859328,6537274,0.04926426519677774,Apr 2021,Virginia,Virginia,-8631393.0
812,2021,4,WA,7619303,8351157,-0.08763504266534565,Apr 2021,Washington,Washington,-7705281.0
768,2021,4,AZ,8044383,7699422,0.04480349304142571,Apr 2021,Arizona,Arizona,-7151502.0
783,2021,4,MA,1063111,1786144,-0.40480106867083504,Apr 2021,Massachusetts,Massachusetts,-7029917.0
806,2021,4,TN,5822817,5708464,0.020032183788844075,Apr 2021,Tennessee,Tennessee,-6910840.0
779,2021,4,IN,6250884,8226051,-0.24011120281165288,Apr 2021,Indiana,Indiana,-6785528.0
784,2021,4,MD,3031713,2894093,0.047552030981727264,Apr 2021,Maryland,Maryland,-6177224.0
788,2021,4,MO,5005306,4863594,0.029137300523028854,Apr 2021,Missouri,Missouri,-6154913.0
813,2021,4,WI,4886972,4524202,0.08018430653626872,Apr 2021,Wisconsin,Wisconsin,-5893718.0
770,2021,4,CO,4279267,4163252,0.02786643710253427,Apr 2021,Colorado,Colorado,-5773714.0
787,2021,4,MN,4008574,4213406,-0.048614351429698444,Apr 2021,Minnesota,Minnesota,-5706494.0
804,2021,4,SC,7326346,7848030,-0.06647324232960374,Apr 2021,South Carolina,South Carolina,-5118425.0
766,2021,4,AL,9071256,9662184,-0.061158843590641616,Apr 2021,Alabama,Alabama,-5024279.0
782,2021,4,LA,6974344,7697916,-0.09399582952061311,Apr 2021,Louisiana,Louisiana,-4657757.0
781,2021,4,KY,5027048,4224040,0.1901042603763222,Apr 2021,Kentucky,Kentucky,-4505836.0
801,2021,4,OR,4688312,5109454,-0.08242407114341375,Apr 2021,Oregon,Oregon,-4237256.0
800,2021,4,OK,5932756,6309793,-0.0597542581824792,Apr 2021,Oklahoma,Oklahoma,-3959353.0
771,2021,4,CT,3213059,2578231,0.24622619152434363,Apr 2021,Connecticut,Connecticut,-3605944.0
809,2021,4,UT,2691245,2253976,0.1939989600599119,Apr 2021,Utah,Utah,-3271616.0
776,2021,4,IA,5185991,4597542,0.12799208794612427,Apr 2021,Iowa,Iowa,-3190369.0
797,2021,4,NV,3193941,2762482,0.15618527107144953,Apr 2021,Nevada,Nevada,-3104614.0
767,2021,4,AR,3794218,4141019,-0.08374774421464862,Apr 2021,Arkansas,Arkansas,-3011524.0
789,2021,4,MS,5250983,4965972,0.057392792387874925,Apr 2021,Mississippi,Mississippi,-2961279.0
780,2021,4,KS,3978729,3607847,0.10279870515573415,Apr 2021,Kansas,Kansas,-2937880.0
796,2021,4,NM,2352355,2544116,-0.07537431469319796,Apr 2021,New Mexico,New Mexico,-2117522.0
793,2021,4,NE,2649067,2729668,-0.02952776674672524,Apr 2021,Nebraska,Nebraska,-1961504.0
777,2021,4,ID,1138546,1436630,-0.20748835817155425,Apr 2021,Idaho,Idaho,-1839106.0
814,2021,4,WV,4122244,4158222,-0.008652255699671638,Apr 2021,West Virginia,West Virginia,-1793716.0
775,2021,4,HI,707630,748365,-0.054431995082613434,Apr 2021,Hawaii,Hawaii,-1455271.0
794,2021,4,NH,1336528,1449607,-0.0780066597360526,Apr 2021,New Hampshire,New Hampshire,-1377529.0
785,2021,4,ME,789271,903954,-0.12686818134551095,Apr 2021,Maine,Maine,-1362359.0
803,2021,4,RI,328221,582763,-0.4367847649902276,Apr 2021,Rhode Island,Rhode Island,-1097379.0
790,2021,4,MT,1452098,2007748,-0.27675285942259686,Apr 2021,Montana,Montana,-1084225.0
772,2021,4,DE,200307,340250,-0.41129463629684054,Apr 2021,Delaware,Delaware,-989948.0
805,2021,4,SD,1461309,1426717,0.024245873568479244,Apr 2021,South Dakota,South Dakota,-886667.0
792,2021,4,ND,3216445,2967214,0.08399495284128479,Apr 2021,North Dakota,North Dakota,-779094.0
765,2021,4,AK,418016,512672,-0.18463266962112226,Apr 2021,Alaska,Alaska,-733391.0
811,2021,4,VT,176919,240266,-0.26365361724089137,Apr 2021,Vermont,Vermont,-643077.0
815,2021,4,WY,3142781,2922523,0.07536570285332228,Apr 2021,Wyoming,Wyoming,-576851.0
820,2021,5,CA,16298279,16253899,0.00273042178987331,May 2021,California,California,-39538223.0
858,2021,5,TX,39431344,40327466,-0.0222211333585899,May 2021,Texas,Texas,-29145505.0
824,2021,5,FL,21709869,22148311,-0.019795730699284475,May 2021,Florida,Florida,-21538187.0
849,2021,5,NY,9530908,9925374,-0.039743187511120485,May 2021,New York,New York,-20201249.0
853,2021,5,PA,18149524,17183692,0.0562063146848768,May 2021,Pennsylvania,Pennsylvania,-13002700.0
829,2021,5,IL,14945436,14643882,0.020592490433889048,May 2021,Illinois,Illinois,-12812508.0
850,2021,5,OH,8503529,9739014,-0.12685935147028232,May 2021,Ohio,Ohio,-11799448.0
825,2021,5,GA,10399678,11741926,-0.1143124219995936,May 2021,Georgia,Georgia,-10711908.0
842,2021,5,NC,9879775,11127288,-0.11211294252471941,May 2021,North Carolina,North Carolina,-10439388.0
837,2021,5,MI,7672437,9135214,-0.1601250939496327,May 2021,Michigan,Michigan,-10077331.0
846,2021,5,NJ,4320259,4874139,-0.11363648020706836,May 2021,New Jersey,New Jersey,-9288994.0
861,2021,5,VA,6161642,6867580,-0.10279283240966978,May 2021,Virginia,Virginia,-8631393.0
863,2021,5,WA,8362865,9779454,-0.14485358794059464,May 2021,Washington,Washington,-7705281.0
819,2021,5,AZ,8851544,8421990,0.05100386013281896,May 2021,Arizona,Arizona,-7151502.0
834,2021,5,MA,1159487,1479418,-0.21625463526873406,May 2021,Massachusetts,Massachusetts,-7029917.0
857,2021,5,TN,6422070,7191573,-0.10700065201312703,May 2021,Tennessee,Tennessee,-6910840.0
830,2021,5,IN,6945746,7741444,-0.10278418341591052,May 2021,Indiana,Indiana,-6785528.0
835,2021,5,MD,2973185,3377867,-0.11980400649285482,May 2021,Maryland,Maryland,-6177224.0
839,2021,5,MO,5359219,5913765,-0.09377207244454253,May 2021,Missouri,Missouri,-6154913.0
864,2021,5,WI,5117530,4826089,0.06038865010570671,May 2021,Wisconsin,Wisconsin,-5893718.0
821,2021,5,CO,4214550,4142228,0.01745968594678999,May 2021,Colorado,Colorado,-5773714.0
